epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688436232,2020-02-02T19.07.16.232,0.000,1.008,-0.041,0.003
1580688436311,2020-02-02T19.07.16.311,0.079,1.017,-0.042,-0.002
1580688436392,2020-02-02T19.07.16.392,0.160,1.014,-0.042,-0.001
1580688436471,2020-02-02T19.07.16.471,0.239,1.014,-0.051,0.006
1580688436552,2020-02-02T19.07.16.552,0.320,1.012,-0.062,-0.044
1580688436631,2020-02-02T19.07.16.631,0.399,1.012,-0.063,-0.017
1580688436711,2020-02-02T19.07.16.711,0.479,1.011,-0.066,0.004
1580688436790,2020-02-02T19.07.16.790,0.558,1.011,-0.066,-0.020
1580688436871,2020-02-02T19.07.16.871,0.639,1.013,-0.064,-0.002
1580688436950,2020-02-02T19.07.16.950,0.718,1.013,-0.064,-0.007
1580688437031,2020-02-02T19.07.17.031,0.799,1.012,-0.066,-0.017
1580688437110,2020-02-02T19.07.17.110,0.878,1.014,-0.062,0.001
1580688437190,2020-02-02T19.07.17.190,0.958,1.013,-0.065,-0.014
1580688437269,2020-02-02T19.07.17.269,1.037,1.013,-0.061,-0.009
1580688437350,2020-02-02T19.07.17.350,1.118,1.011,-0.065,0.001
1580688437429,2020-02-02T19.07.17.429,1.197,1.013,-0.063,-0.017
1580688437510,2020-02-02T19.07.17.510,1.278,1.014,-0.056,-0.005
1580688437589,2020-02-02T19.07.17.589,1.357,1.011,-0.063,-0.005
1580688437669,2020-02-02T19.07.17.669,1.437,1.012,-0.064,-0.017
1580688437748,2020-02-02T19.07.17.748,1.516,1.015,-0.060,-0.002
1580688437829,2020-02-02T19.07.17.829,1.597,1.013,-0.063,-0.011
1580688437908,2020-02-02T19.07.17.908,1.676,1.012,-0.062,-0.011
1580688437989,2020-02-02T19.07.17.989,1.757,1.013,-0.062,-0.001
1580688438069,2020-02-02T19.07.18.069,1.837,1.012,-0.063,-0.016
1580688438148,2020-02-02T19.07.18.148,1.916,1.013,-0.061,-0.007
1580688438229,2020-02-02T19.07.18.229,1.997,1.013,-0.062,-0.006
1580688438308,2020-02-02T19.07.18.308,2.076,1.012,-0.064,-0.016
1580688438388,2020-02-02T19.07.18.388,2.156,1.013,-0.061,-0.002
1580688438468,2020-02-02T19.07.18.468,2.236,1.013,-0.062,-0.011
1580688438548,2020-02-02T19.07.18.548,2.316,1.013,-0.062,-0.012
1580688438627,2020-02-02T19.07.18.627,2.395,1.014,-0.062,-0.002
1580688438708,2020-02-02T19.07.18.708,2.476,1.012,-0.064,-0.013
1580688438787,2020-02-02T19.07.18.787,2.555,1.013,-0.061,-0.007
1580688438867,2020-02-02T19.07.18.867,2.635,1.013,-0.061,-0.005
1580688438947,2020-02-02T19.07.18.947,2.715,1.012,-0.064,-0.014
1580688439027,2020-02-02T19.07.19.027,2.795,1.014,-0.063,-0.003
1580688439106,2020-02-02T19.07.19.106,2.874,1.014,-0.062,-0.010
1580688439187,2020-02-02T19.07.19.187,2.955,1.013,-0.063,-0.012
