epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1582745106034,2020-02-26T14.25.06.034,0.000,0.596,-0.857,0.031
1582745106114,2020-02-26T14.25.06.114,0.080,0.601,-0.865,0.032
1582745106194,2020-02-26T14.25.06.194,0.160,0.600,-0.862,0.033
1582745106273,2020-02-26T14.25.06.273,0.239,0.601,-0.863,0.033
1582745106353,2020-02-26T14.25.06.353,0.319,0.601,-0.862,0.032
1582745106432,2020-02-26T14.25.06.432,0.398,0.601,-0.863,0.032
1582745106513,2020-02-26T14.25.06.513,0.479,0.600,-0.862,0.032
1582745106592,2020-02-26T14.25.06.592,0.558,0.600,-0.862,0.033
1582745106671,2020-02-26T14.25.06.671,0.637,0.600,-0.863,0.032
1582745106752,2020-02-26T14.25.06.752,0.718,0.601,-0.863,0.031
1582745106831,2020-02-26T14.25.06.831,0.797,0.601,-0.863,0.032
1582745106911,2020-02-26T14.25.06.911,0.877,0.601,-0.863,0.033
1582745106990,2020-02-26T14.25.06.990,0.956,0.600,-0.862,0.033
1582745107070,2020-02-26T14.25.07.070,1.036,0.600,-0.863,0.032
1582745107150,2020-02-26T14.25.07.150,1.116,0.600,-0.862,0.033
1582745107229,2020-02-26T14.25.07.229,1.195,0.600,-0.862,0.032
1582745107310,2020-02-26T14.25.07.310,1.276,0.601,-0.863,0.032
1582745107389,2020-02-26T14.25.07.389,1.355,0.599,-0.862,0.032
1582745107469,2020-02-26T14.25.07.469,1.435,0.601,-0.861,0.032
1582745107549,2020-02-26T14.25.07.549,1.515,0.601,-0.863,0.032
1582745107628,2020-02-26T14.25.07.628,1.594,0.600,-0.863,0.033
1582745107708,2020-02-26T14.25.07.708,1.674,0.600,-0.862,0.033
1582745107787,2020-02-26T14.25.07.787,1.753,0.601,-0.862,0.032
1582745107868,2020-02-26T14.25.07.868,1.834,0.601,-0.863,0.032
1582745107947,2020-02-26T14.25.07.947,1.913,0.601,-0.863,0.032
1582745108028,2020-02-26T14.25.08.028,1.994,0.601,-0.861,0.033
1582745108107,2020-02-26T14.25.08.107,2.073,0.601,-0.863,0.033
1582745108186,2020-02-26T14.25.08.186,2.152,0.600,-0.862,0.032
1582745108266,2020-02-26T14.25.08.266,2.232,0.599,-0.861,0.032
1582745108345,2020-02-26T14.25.08.345,2.311,0.601,-0.862,0.032
1582745108426,2020-02-26T14.25.08.426,2.392,0.601,-0.862,0.032
1582745108505,2020-02-26T14.25.08.505,2.471,0.600,-0.863,0.032
1582745108584,2020-02-26T14.25.08.584,2.550,0.601,-0.863,0.033
1582745108665,2020-02-26T14.25.08.665,2.631,0.601,-0.863,0.033
1582745108744,2020-02-26T14.25.08.744,2.710,0.600,-0.862,0.033
1582745108824,2020-02-26T14.25.08.824,2.790,0.599,-0.862,0.031
1582745108904,2020-02-26T14.25.08.904,2.870,0.600,-0.863,0.031
1582745108984,2020-02-26T14.25.08.984,2.950,0.600,-0.863,0.033
1582745109063,2020-02-26T14.25.09.063,3.029,0.601,-0.862,0.032
1582745109142,2020-02-26T14.25.09.142,3.108,0.601,-0.863,0.032
1582745109223,2020-02-26T14.25.09.223,3.189,0.600,-0.862,0.032
1582745109302,2020-02-26T14.25.09.302,3.268,0.601,-0.862,0.033
1582745109383,2020-02-26T14.25.09.383,3.349,0.601,-0.862,0.032
1582745109462,2020-02-26T14.25.09.462,3.428,0.601,-0.863,0.032
1582745109542,2020-02-26T14.25.09.542,3.508,0.600,-0.862,0.032
1582745109621,2020-02-26T14.25.09.621,3.587,0.601,-0.864,0.032
1582745109700,2020-02-26T14.25.09.700,3.666,0.601,-0.863,0.032
1582745109781,2020-02-26T14.25.09.781,3.747,0.600,-0.862,0.032
1582745109860,2020-02-26T14.25.09.860,3.826,0.600,-0.862,0.032
