epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580754208557,2020-02-03T13.23.28.557,0.000,0.466,-0.866,0.154
1580754208638,2020-02-03T13.23.28.638,0.081,0.470,-0.874,0.154
1580754208717,2020-02-03T13.23.28.717,0.160,0.469,-0.872,0.154
1580754208797,2020-02-03T13.23.28.797,0.240,0.469,-0.870,0.155
1580754208876,2020-02-03T13.23.28.876,0.319,0.469,-0.872,0.155
1580754208957,2020-02-03T13.23.28.957,0.400,0.468,-0.872,0.156
1580754209036,2020-02-03T13.23.29.036,0.479,0.469,-0.871,0.155
1580754209117,2020-02-03T13.23.29.117,0.560,0.469,-0.872,0.155
1580754209196,2020-02-03T13.23.29.196,0.639,0.469,-0.872,0.156
1580754209276,2020-02-03T13.23.29.276,0.719,0.469,-0.872,0.155
1580754209355,2020-02-03T13.23.29.355,0.798,0.469,-0.871,0.155
1580754209436,2020-02-03T13.23.29.436,0.879,0.469,-0.872,0.155
1580754209515,2020-02-03T13.23.29.515,0.958,0.469,-0.871,0.155
1580754209596,2020-02-03T13.23.29.596,1.039,0.469,-0.871,0.155
1580754209675,2020-02-03T13.23.29.675,1.118,0.468,-0.871,0.156
1580754209755,2020-02-03T13.23.29.755,1.198,0.470,-0.872,0.155
1580754209836,2020-02-03T13.23.29.836,1.279,0.469,-0.871,0.156
1580754209915,2020-02-03T13.23.29.915,1.358,0.468,-0.871,0.155
1580754209995,2020-02-03T13.23.29.995,1.438,0.468,-0.872,0.154
1580754210075,2020-02-03T13.23.30.075,1.518,0.469,-0.871,0.155
1580754210155,2020-02-03T13.23.30.155,1.598,0.469,-0.871,0.154
1580754210234,2020-02-03T13.23.30.234,1.677,0.468,-0.872,0.155
1580754210315,2020-02-03T13.23.30.315,1.758,0.469,-0.871,0.155
1580754210394,2020-02-03T13.23.30.394,1.837,0.469,-0.872,0.155
1580754210474,2020-02-03T13.23.30.474,1.917,0.469,-0.870,0.155
1580754210554,2020-02-03T13.23.30.554,1.997,0.468,-0.871,0.155
1580754210634,2020-02-03T13.23.30.634,2.077,0.468,-0.873,0.155
1580754210713,2020-02-03T13.23.30.713,2.156,0.469,-0.872,0.155
1580754210794,2020-02-03T13.23.30.794,2.237,0.469,-0.872,0.155
1580754210873,2020-02-03T13.23.30.873,2.316,0.469,-0.871,0.154
1580754210953,2020-02-03T13.23.30.953,2.396,0.469,-0.872,0.155
1580754211033,2020-02-03T13.23.31.033,2.476,0.468,-0.871,0.155
1580754211113,2020-02-03T13.23.31.113,2.556,0.469,-0.871,0.155
1580754211192,2020-02-03T13.23.31.192,2.635,0.469,-0.871,0.155
1580754211273,2020-02-03T13.23.31.273,2.716,0.468,-0.871,0.156
1580754211352,2020-02-03T13.23.31.352,2.795,0.468,-0.871,0.155
1580754211432,2020-02-03T13.23.31.432,2.875,0.469,-0.871,0.155
1580754211513,2020-02-03T13.23.31.513,2.956,0.468,-0.871,0.155
1580754211592,2020-02-03T13.23.31.592,3.035,0.469,-0.871,0.155
1580754211673,2020-02-03T13.23.31.673,3.116,0.469,-0.872,0.154
1580754211752,2020-02-03T13.23.31.752,3.195,0.469,-0.872,0.155
1580754211832,2020-02-03T13.23.31.832,3.275,0.469,-0.873,0.155
1580754211911,2020-02-03T13.23.31.911,3.354,0.469,-0.872,0.155
1580754211992,2020-02-03T13.23.31.992,3.435,0.469,-0.871,0.155
1580754212071,2020-02-03T13.23.32.071,3.514,0.469,-0.871,0.155
1580754212152,2020-02-03T13.23.32.152,3.595,0.469,-0.871,0.154
1580754212231,2020-02-03T13.23.32.231,3.674,0.469,-0.872,0.155
1580754212311,2020-02-03T13.23.32.311,3.754,0.469,-0.872,0.155
1580754212390,2020-02-03T13.23.32.390,3.833,0.468,-0.872,0.155
1580754212471,2020-02-03T13.23.32.471,3.914,0.469,-0.871,0.154
1580754212550,2020-02-03T13.23.32.550,3.993,0.469,-0.872,0.155
1580754212631,2020-02-03T13.23.32.631,4.074,0.468,-0.872,0.154
1580754212710,2020-02-03T13.23.32.710,4.153,0.469,-0.872,0.155
1580754212790,2020-02-03T13.23.32.790,4.233,0.469,-0.872,0.155
1580754212869,2020-02-03T13.23.32.869,4.312,0.469,-0.871,0.155
1580754212950,2020-02-03T13.23.32.950,4.393,0.468,-0.871,0.155
1580754213031,2020-02-03T13.23.33.031,4.474,0.468,-0.871,0.155
1580754213110,2020-02-03T13.23.33.110,4.553,0.469,-0.871,0.155
1580754213190,2020-02-03T13.23.33.190,4.633,0.468,-0.872,0.154
1580754213269,2020-02-03T13.23.33.269,4.712,0.468,-0.871,0.155
1580754213350,2020-02-03T13.23.33.350,4.793,0.469,-0.871,0.155
1580754213429,2020-02-03T13.23.33.429,4.872,0.469,-0.871,0.155
1580754213510,2020-02-03T13.23.33.510,4.953,0.469,-0.872,0.156
1580754213589,2020-02-03T13.23.33.589,5.032,0.470,-0.871,0.155
1580754213669,2020-02-03T13.23.33.669,5.112,0.469,-0.871,0.155
1580754213748,2020-02-03T13.23.33.748,5.191,0.469,-0.871,0.155
1580754213829,2020-02-03T13.23.33.829,5.272,0.468,-0.872,0.155
1580754213908,2020-02-03T13.23.33.908,5.351,0.468,-0.871,0.156
1580754213989,2020-02-03T13.23.33.989,5.432,0.469,-0.871,0.156
1580754214068,2020-02-03T13.23.34.068,5.511,0.469,-0.871,0.155
1580754214148,2020-02-03T13.23.34.148,5.591,0.467,-0.872,0.155
1580754214227,2020-02-03T13.23.34.227,5.670,0.469,-0.871,0.155
1580754214308,2020-02-03T13.23.34.308,5.751,0.469,-0.871,0.154
1580754214387,2020-02-03T13.23.34.387,5.830,0.467,-0.871,0.156
1580754214468,2020-02-03T13.23.34.468,5.911,0.468,-0.872,0.155
1580754214548,2020-02-03T13.23.34.548,5.991,0.469,-0.872,0.154
1580754214627,2020-02-03T13.23.34.627,6.070,0.468,-0.873,0.155
1580754214708,2020-02-03T13.23.34.708,6.151,0.469,-0.873,0.155
1580754214787,2020-02-03T13.23.34.787,6.230,0.470,-0.871,0.155
1580754214868,2020-02-03T13.23.34.868,6.311,0.469,-0.872,0.155
1580754214947,2020-02-03T13.23.34.947,6.390,0.468,-0.872,0.155
1580754215027,2020-02-03T13.23.35.027,6.470,0.469,-0.871,0.155
1580754215106,2020-02-03T13.23.35.106,6.549,0.469,-0.871,0.155
1580754215187,2020-02-03T13.23.35.187,6.630,0.469,-0.872,0.155
1580754215266,2020-02-03T13.23.35.266,6.709,0.469,-0.871,0.155
1580754215347,2020-02-03T13.23.35.347,6.790,0.468,-0.871,0.155
1580754215426,2020-02-03T13.23.35.426,6.869,0.469,-0.871,0.155
1580754215506,2020-02-03T13.23.35.506,6.949,0.469,-0.873,0.155
1580754215585,2020-02-03T13.23.35.585,7.028,0.469,-0.872,0.155
1580754215666,2020-02-03T13.23.35.666,7.109,0.469,-0.870,0.155
1580754215745,2020-02-03T13.23.35.745,7.188,0.468,-0.872,0.155
1580754215826,2020-02-03T13.23.35.826,7.269,0.469,-0.872,0.155
1580754215905,2020-02-03T13.23.35.905,7.348,0.470,-0.872,0.155
1580754215985,2020-02-03T13.23.35.985,7.428,0.468,-0.871,0.155
1580754216066,2020-02-03T13.23.36.066,7.509,0.468,-0.871,0.155
1580754216145,2020-02-03T13.23.36.145,7.588,0.470,-0.871,0.156
1580754216225,2020-02-03T13.23.36.225,7.668,0.469,-0.872,0.155
1580754216305,2020-02-03T13.23.36.305,7.748,0.469,-0.872,0.155
1580754216385,2020-02-03T13.23.36.385,7.828,0.469,-0.872,0.155
1580754216464,2020-02-03T13.23.36.464,7.907,0.468,-0.871,0.155
1580754216545,2020-02-03T13.23.36.545,7.988,0.469,-0.872,0.155
1580754216624,2020-02-03T13.23.36.624,8.067,0.469,-0.871,0.155
1580754216704,2020-02-03T13.23.36.704,8.147,0.469,-0.872,0.155
1580754216784,2020-02-03T13.23.36.784,8.227,0.469,-0.872,0.155
1580754216864,2020-02-03T13.23.36.864,8.307,0.470,-0.871,0.156
1580754216943,2020-02-03T13.23.36.943,8.386,0.469,-0.871,0.155
1580754217024,2020-02-03T13.23.37.024,8.467,0.468,-0.871,0.155
1580754217103,2020-02-03T13.23.37.103,8.546,0.470,-0.871,0.156
1580754217183,2020-02-03T13.23.37.183,8.626,0.469,-0.872,0.155
1580754217263,2020-02-03T13.23.37.263,8.706,0.469,-0.873,0.155
1580754217343,2020-02-03T13.23.37.343,8.786,0.469,-0.871,0.154
1580754217422,2020-02-03T13.23.37.422,8.865,0.468,-0.871,0.154
1580754217503,2020-02-03T13.23.37.503,8.946,0.468,-0.871,0.155
1580754217583,2020-02-03T13.23.37.583,9.026,0.469,-0.871,0.155
1580754217662,2020-02-03T13.23.37.662,9.105,0.468,-0.871,0.155
1580754217743,2020-02-03T13.23.37.743,9.186,0.468,-0.871,0.155
1580754217822,2020-02-03T13.23.37.822,9.265,0.470,-0.872,0.154
