epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580832619821,2020-02-04T11.10.19.821,0.000,0.498,0.845,-0.187
1580832619902,2020-02-04T11.10.19.902,0.081,0.502,0.852,-0.188
1580832619981,2020-02-04T11.10.19.981,0.160,0.500,0.850,-0.186
1580832620062,2020-02-04T11.10.20.062,0.241,0.500,0.852,-0.188
1580832620141,2020-02-04T11.10.20.141,0.320,0.500,0.852,-0.187
1580832620221,2020-02-04T11.10.20.221,0.400,0.500,0.851,-0.187
1580832620300,2020-02-04T11.10.20.300,0.479,0.500,0.851,-0.186
1580832620381,2020-02-04T11.10.20.381,0.560,0.500,0.850,-0.186
1580832620460,2020-02-04T11.10.20.460,0.639,0.500,0.850,-0.186
1580832620541,2020-02-04T11.10.20.541,0.720,0.500,0.851,-0.187
1580832620620,2020-02-04T11.10.20.620,0.799,0.501,0.850,-0.188
1580832620700,2020-02-04T11.10.20.700,0.879,0.500,0.850,-0.187
1580832620779,2020-02-04T11.10.20.779,0.958,0.500,0.851,-0.186
1580832620860,2020-02-04T11.10.20.860,1.039,0.501,0.851,-0.186
1580832620939,2020-02-04T11.10.20.939,1.118,0.500,0.851,-0.186
1580832621020,2020-02-04T11.10.21.020,1.199,0.500,0.850,-0.187
1580832621099,2020-02-04T11.10.21.099,1.278,0.500,0.852,-0.187
1580832621179,2020-02-04T11.10.21.179,1.358,0.499,0.851,-0.186
1580832621258,2020-02-04T11.10.21.258,1.437,0.500,0.850,-0.186
1580832621339,2020-02-04T11.10.21.339,1.518,0.500,0.850,-0.187
1580832621418,2020-02-04T11.10.21.418,1.597,0.500,0.849,-0.186
1580832621499,2020-02-04T11.10.21.499,1.678,0.501,0.850,-0.187
1580832621578,2020-02-04T11.10.21.578,1.757,0.500,0.851,-0.187
1580832621658,2020-02-04T11.10.21.658,1.837,0.500,0.850,-0.187
1580832621737,2020-02-04T11.10.21.737,1.916,0.500,0.851,-0.186
1580832621818,2020-02-04T11.10.21.818,1.997,0.501,0.851,-0.187
1580832621897,2020-02-04T11.10.21.897,2.076,0.500,0.850,-0.187
1580832621978,2020-02-04T11.10.21.978,2.157,0.500,0.850,-0.188
1580832622057,2020-02-04T11.10.22.057,2.236,0.501,0.850,-0.187
1580832622137,2020-02-04T11.10.22.137,2.316,0.500,0.850,-0.186
1580832622216,2020-02-04T11.10.22.216,2.395,0.500,0.850,-0.186
1580832622297,2020-02-04T11.10.22.297,2.476,0.501,0.850,-0.186
1580832622376,2020-02-04T11.10.22.376,2.555,0.500,0.851,-0.186
1580832622457,2020-02-04T11.10.22.457,2.636,0.500,0.849,-0.186
1580832622536,2020-02-04T11.10.22.536,2.715,0.500,0.851,-0.187
1580832622616,2020-02-04T11.10.22.616,2.795,0.501,0.851,-0.187
1580832622695,2020-02-04T11.10.22.695,2.874,0.501,0.851,-0.187
1580832622776,2020-02-04T11.10.22.776,2.955,0.501,0.851,-0.187
1580832622855,2020-02-04T11.10.22.855,3.034,0.500,0.850,-0.187
1580832622936,2020-02-04T11.10.22.936,3.115,0.500,0.850,-0.187
1580832623015,2020-02-04T11.10.23.015,3.194,0.500,0.851,-0.186
1580832623095,2020-02-04T11.10.23.095,3.274,0.500,0.851,-0.187
1580832623174,2020-02-04T11.10.23.174,3.353,0.500,0.851,-0.186
1580832623255,2020-02-04T11.10.23.255,3.434,0.500,0.851,-0.187
1580832623336,2020-02-04T11.10.23.336,3.515,0.500,0.851,-0.187
1580832623415,2020-02-04T11.10.23.415,3.594,0.500,0.851,-0.186
1580832623495,2020-02-04T11.10.23.495,3.674,0.501,0.851,-0.186
1580832623574,2020-02-04T11.10.23.574,3.753,0.501,0.850,-0.186
1580832623655,2020-02-04T11.10.23.655,3.834,0.500,0.851,-0.187
1580832623734,2020-02-04T11.10.23.734,3.913,0.501,0.851,-0.187
1580832623815,2020-02-04T11.10.23.815,3.994,0.501,0.851,-0.186
1580832623894,2020-02-04T11.10.23.894,4.073,0.500,0.851,-0.188
1580832623974,2020-02-04T11.10.23.974,4.153,0.500,0.852,-0.187
1580832624053,2020-02-04T11.10.24.053,4.232,0.500,0.850,-0.187
1580832624134,2020-02-04T11.10.24.134,4.313,0.500,0.851,-0.187
1580832624213,2020-02-04T11.10.24.213,4.392,0.500,0.851,-0.187
1580832624294,2020-02-04T11.10.24.294,4.473,0.500,0.850,-0.188
1580832624373,2020-02-04T11.10.24.373,4.552,0.500,0.850,-0.187
1580832624453,2020-02-04T11.10.24.453,4.632,0.501,0.852,-0.187
1580832624532,2020-02-04T11.10.24.532,4.711,0.500,0.851,-0.187
1580832624613,2020-02-04T11.10.24.613,4.792,0.500,0.851,-0.187
1580832624692,2020-02-04T11.10.24.692,4.871,0.500,0.851,-0.186
1580832624773,2020-02-04T11.10.24.773,4.952,0.500,0.852,-0.187
1580832624852,2020-02-04T11.10.24.852,5.031,0.500,0.850,-0.187
1580832624932,2020-02-04T11.10.24.932,5.111,0.500,0.851,-0.187
1580832625011,2020-02-04T11.10.25.011,5.190,0.500,0.851,-0.187
1580832625092,2020-02-04T11.10.25.092,5.271,0.500,0.850,-0.186
1580832625171,2020-02-04T11.10.25.171,5.350,0.500,0.851,-0.187
1580832625252,2020-02-04T11.10.25.252,5.431,0.501,0.851,-0.185
1580832625331,2020-02-04T11.10.25.331,5.510,0.500,0.852,-0.187
1580832625411,2020-02-04T11.10.25.411,5.590,0.501,0.851,-0.187
1580832625490,2020-02-04T11.10.25.490,5.669,0.500,0.850,-0.188
1580832625571,2020-02-04T11.10.25.571,5.750,0.500,0.851,-0.187
1580832625652,2020-02-04T11.10.25.652,5.831,0.501,0.850,-0.187
1580832625731,2020-02-04T11.10.25.731,5.910,0.500,0.850,-0.186
1580832625811,2020-02-04T11.10.25.811,5.990,0.501,0.850,-0.187
1580832625890,2020-02-04T11.10.25.890,6.069,0.500,0.851,-0.187
1580832625971,2020-02-04T11.10.25.971,6.150,0.500,0.852,-0.185
1580832626050,2020-02-04T11.10.26.050,6.229,0.500,0.850,-0.187
1580832626131,2020-02-04T11.10.26.131,6.310,0.501,0.851,-0.186
1580832626210,2020-02-04T11.10.26.210,6.389,0.500,0.850,-0.186
1580832626290,2020-02-04T11.10.26.290,6.469,0.500,0.849,-0.187
1580832626369,2020-02-04T11.10.26.369,6.548,0.501,0.851,-0.188
1580832626450,2020-02-04T11.10.26.450,6.629,0.500,0.850,-0.187
1580832626529,2020-02-04T11.10.26.529,6.708,0.500,0.850,-0.187
1580832626610,2020-02-04T11.10.26.610,6.789,0.500,0.850,-0.186
1580832626689,2020-02-04T11.10.26.689,6.868,0.500,0.851,-0.188
1580832626769,2020-02-04T11.10.26.769,6.948,0.500,0.851,-0.187
1580832626848,2020-02-04T11.10.26.848,7.027,0.500,0.851,-0.188
1580832626929,2020-02-04T11.10.26.929,7.108,0.501,0.850,-0.187
1580832627008,2020-02-04T11.10.27.008,7.187,0.500,0.851,-0.188
1580832627089,2020-02-04T11.10.27.089,7.268,0.500,0.851,-0.187
1580832627168,2020-02-04T11.10.27.168,7.347,0.500,0.850,-0.187
1580832627248,2020-02-04T11.10.27.248,7.427,0.501,0.851,-0.186
1580832627327,2020-02-04T11.10.27.327,7.506,0.500,0.851,-0.187
1580832627408,2020-02-04T11.10.27.408,7.587,0.500,0.850,-0.187
1580832627487,2020-02-04T11.10.27.487,7.666,0.500,0.850,-0.187
1580832627568,2020-02-04T11.10.27.568,7.747,0.501,0.852,-0.187
1580832627647,2020-02-04T11.10.27.647,7.826,0.500,0.851,-0.187
1580832627727,2020-02-04T11.10.27.727,7.906,0.500,0.851,-0.187
1580832627808,2020-02-04T11.10.27.808,7.987,0.501,0.850,-0.187
1580832627887,2020-02-04T11.10.27.887,8.066,0.500,0.851,-0.187
1580832627967,2020-02-04T11.10.27.967,8.146,0.500,0.850,-0.187
1580832628047,2020-02-04T11.10.28.047,8.226,0.501,0.851,-0.187
1580832628127,2020-02-04T11.10.28.127,8.306,0.501,0.850,-0.188
1580832628206,2020-02-04T11.10.28.206,8.385,0.500,0.851,-0.187
1580832628287,2020-02-04T11.10.28.287,8.466,0.500,0.851,-0.187
1580832628366,2020-02-04T11.10.28.366,8.545,0.500,0.852,-0.187
1580832628446,2020-02-04T11.10.28.446,8.625,0.500,0.851,-0.187
1580832628526,2020-02-04T11.10.28.526,8.705,0.500,0.851,-0.187
1580832628606,2020-02-04T11.10.28.606,8.785,0.500,0.849,-0.186
1580832628685,2020-02-04T11.10.28.685,8.864,0.500,0.850,-0.187
1580832628766,2020-02-04T11.10.28.766,8.945,0.500,0.849,-0.187
1580832628845,2020-02-04T11.10.28.845,9.024,0.500,0.851,-0.187
1580832628925,2020-02-04T11.10.28.925,9.104,0.501,0.850,-0.188
1580832629005,2020-02-04T11.10.29.005,9.184,0.500,0.850,-0.187
1580832629085,2020-02-04T11.10.29.085,9.264,0.500,0.851,-0.188
1580832629164,2020-02-04T11.10.29.164,9.343,0.500,0.850,-0.187
1580832629245,2020-02-04T11.10.29.245,9.424,0.500,0.852,-0.186
1580832629324,2020-02-04T11.10.29.324,9.503,0.500,0.852,-0.186
1580832629404,2020-02-04T11.10.29.404,9.583,0.500,0.849,-0.187
1580832629484,2020-02-04T11.10.29.484,9.663,0.500,0.850,-0.188
1580832629564,2020-02-04T11.10.29.564,9.743,0.500,0.851,-0.187
1580832629643,2020-02-04T11.10.29.643,9.822,0.500,0.850,-0.188
1580832629724,2020-02-04T11.10.29.724,9.903,0.501,0.850,-0.187
1580832629803,2020-02-04T11.10.29.803,9.982,0.500,0.852,-0.187
1580832629883,2020-02-04T11.10.29.883,10.062,0.501,0.851,-0.187
1580832629964,2020-02-04T11.10.29.964,10.143,0.500,0.851,-0.187
1580832630043,2020-02-04T11.10.30.043,10.222,0.500,0.850,-0.187
1580832630124,2020-02-04T11.10.30.124,10.303,0.501,0.851,-0.187
1580832630203,2020-02-04T11.10.30.203,10.382,0.502,0.851,-0.187
1580832630283,2020-02-04T11.10.30.283,10.462,0.500,0.850,-0.188
1580832630362,2020-02-04T11.10.30.362,10.541,0.500,0.850,-0.187
1580832630443,2020-02-04T11.10.30.443,10.622,0.501,0.851,-0.188
1580832630522,2020-02-04T11.10.30.522,10.701,0.501,0.851,-0.188
1580832630603,2020-02-04T11.10.30.603,10.782,0.500,0.851,-0.188
1580832630682,2020-02-04T11.10.30.682,10.861,0.500,0.851,-0.187
1580832630762,2020-02-04T11.10.30.762,10.941,0.500,0.850,-0.186
1580832630841,2020-02-04T11.10.30.841,11.020,0.500,0.851,-0.187
1580832630922,2020-02-04T11.10.30.922,11.101,0.500,0.851,-0.187
1580832631001,2020-02-04T11.10.31.001,11.180,0.500,0.851,-0.187
1580832631082,2020-02-04T11.10.31.082,11.261,0.501,0.851,-0.187
1580832631161,2020-02-04T11.10.31.161,11.340,0.500,0.851,-0.187
1580832631241,2020-02-04T11.10.31.241,11.420,0.500,0.850,-0.188
1580832631320,2020-02-04T11.10.31.320,11.499,0.500,0.851,-0.187
1580832631401,2020-02-04T11.10.31.401,11.580,0.500,0.850,-0.187
1580832631480,2020-02-04T11.10.31.480,11.659,0.501,0.850,-0.188
1580832631561,2020-02-04T11.10.31.561,11.740,0.500,0.850,-0.187
1580832631640,2020-02-04T11.10.31.640,11.819,0.500,0.851,-0.186
1580832631720,2020-02-04T11.10.31.720,11.899,0.501,0.850,-0.187
1580832631799,2020-02-04T11.10.31.799,11.978,0.501,0.851,-0.188
