epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688003070,2020-02-02T19.00.03.070,0.000,-0.116,0.984,0.038
1580688003151,2020-02-02T19.00.03.151,0.081,-0.117,0.993,0.039
1580688003230,2020-02-02T19.00.03.230,0.160,-0.116,0.991,0.038
1580688003311,2020-02-02T19.00.03.311,0.241,-0.116,0.990,0.038
1580688003390,2020-02-02T19.00.03.390,0.320,-0.115,0.991,0.038
1580688003469,2020-02-02T19.00.03.469,0.399,-0.116,0.990,0.038
1580688003549,2020-02-02T19.00.03.549,0.479,-0.116,0.990,0.039
1580688003628,2020-02-02T19.00.03.628,0.558,-0.116,0.991,0.039
1580688003707,2020-02-02T19.00.03.707,0.637,-0.117,0.990,0.039
1580688003788,2020-02-02T19.00.03.788,0.718,-0.116,0.991,0.038
1580688003867,2020-02-02T19.00.03.867,0.797,-0.117,0.991,0.038
1580688003946,2020-02-02T19.00.03.946,0.876,-0.116,0.989,0.039
1580688004027,2020-02-02T19.00.04.027,0.957,-0.116,0.991,0.038
1580688004106,2020-02-02T19.00.04.106,1.036,-0.116,0.991,0.039
1580688004185,2020-02-02T19.00.04.185,1.115,-0.116,0.990,0.039
1580688004266,2020-02-02T19.00.04.266,1.196,-0.117,0.992,0.039
1580688004345,2020-02-02T19.00.04.345,1.275,-0.116,0.991,0.039
1580688004424,2020-02-02T19.00.04.424,1.354,-0.116,0.990,0.039
1580688004504,2020-02-02T19.00.04.504,1.434,-0.117,0.990,0.039
1580688004583,2020-02-02T19.00.04.583,1.513,-0.116,0.990,0.038
1580688004663,2020-02-02T19.00.04.663,1.593,-0.116,0.990,0.039
1580688004743,2020-02-02T19.00.04.743,1.673,-0.116,0.991,0.039
1580688004822,2020-02-02T19.00.04.822,1.752,-0.116,0.991,0.039
1580688004903,2020-02-02T19.00.04.903,1.833,-0.116,0.991,0.039
1580688004982,2020-02-02T19.00.04.982,1.912,-0.116,0.990,0.038
1580688005061,2020-02-02T19.00.05.061,1.991,-0.115,0.990,0.039
1580688005142,2020-02-02T19.00.05.142,2.072,-0.117,0.990,0.039
1580688005221,2020-02-02T19.00.05.221,2.151,-0.116,0.991,0.039
1580688005300,2020-02-02T19.00.05.300,2.230,-0.116,0.990,0.039
1580688005380,2020-02-02T19.00.05.380,2.310,-0.117,0.991,0.039
1580688005459,2020-02-02T19.00.05.459,2.389,-0.116,0.991,0.039
1580688005539,2020-02-02T19.00.05.539,2.469,-0.116,0.990,0.038
1580688005619,2020-02-02T19.00.05.619,2.549,-0.116,0.990,0.039
1580688005698,2020-02-02T19.00.05.698,2.628,-0.116,0.990,0.039
1580688005777,2020-02-02T19.00.05.777,2.707,-0.115,0.991,0.039
1580688005858,2020-02-02T19.00.05.858,2.788,-0.115,0.990,0.039
1580688005937,2020-02-02T19.00.05.937,2.867,-0.116,0.991,0.039
1580688006018,2020-02-02T19.00.06.018,2.948,-0.116,0.991,0.038
1580688006097,2020-02-02T19.00.06.097,3.027,-0.117,0.990,0.037
1580688006176,2020-02-02T19.00.06.176,3.106,-0.116,0.989,0.038
1580688006256,2020-02-02T19.00.06.256,3.186,-0.116,0.991,0.039
1580688006335,2020-02-02T19.00.06.335,3.265,-0.117,0.991,0.038
1580688006415,2020-02-02T19.00.06.415,3.345,-0.116,0.990,0.038
1580688006495,2020-02-02T19.00.06.495,3.425,-0.116,0.991,0.038
1580688006574,2020-02-02T19.00.06.574,3.504,-0.116,0.991,0.039
1580688006653,2020-02-02T19.00.06.653,3.583,-0.115,0.990,0.039
1580688006734,2020-02-02T19.00.06.734,3.664,-0.115,0.982,0.038
1580688006813,2020-02-02T19.00.06.813,3.743,-0.116,0.993,0.039
1580688006892,2020-02-02T19.00.06.892,3.822,-0.116,0.991,0.040
1580688006973,2020-02-02T19.00.06.973,3.903,-0.116,0.992,0.038
1580688007052,2020-02-02T19.00.07.052,3.982,-0.117,0.991,0.040
1580688007132,2020-02-02T19.00.07.132,4.062,-0.117,0.991,0.039
1580688007211,2020-02-02T19.00.07.211,4.141,-0.118,0.991,0.038
1580688007290,2020-02-02T19.00.07.290,4.220,-0.117,0.990,0.038
1580688007371,2020-02-02T19.00.07.371,4.301,-0.117,0.991,0.038
1580688007450,2020-02-02T19.00.07.450,4.380,-0.117,0.992,0.037
1580688007529,2020-02-02T19.00.07.529,4.459,-0.117,0.990,0.040
1580688007610,2020-02-02T19.00.07.610,4.540,-0.114,0.991,0.039
1580688007689,2020-02-02T19.00.07.689,4.619,-0.113,0.992,0.039
1580688007768,2020-02-02T19.00.07.768,4.698,-0.115,0.991,0.040
1580688007849,2020-02-02T19.00.07.849,4.779,-0.115,0.992,0.038
1580688007928,2020-02-02T19.00.07.928,4.858,-0.117,0.990,0.040
1580688008007,2020-02-02T19.00.08.007,4.937,-0.118,0.991,0.037
1580688008087,2020-02-02T19.00.08.087,5.017,-0.119,0.991,0.039
1580688008166,2020-02-02T19.00.08.166,5.096,-0.119,0.989,0.040
1580688008246,2020-02-02T19.00.08.246,5.176,-0.119,0.991,0.037
1580688008326,2020-02-02T19.00.08.326,5.256,-0.117,0.990,0.039
1580688008405,2020-02-02T19.00.08.405,5.335,-0.116,0.992,0.038
1580688008486,2020-02-02T19.00.08.486,5.416,-0.115,0.992,0.040
1580688008565,2020-02-02T19.00.08.565,5.495,-0.116,0.991,0.039
1580688008644,2020-02-02T19.00.08.644,5.574,-0.116,0.989,0.039
1580688008725,2020-02-02T19.00.08.725,5.655,-0.116,0.990,0.039
1580688008804,2020-02-02T19.00.08.804,5.734,-0.116,0.990,0.039
1580688008883,2020-02-02T19.00.08.883,5.813,-0.117,0.990,0.039
1580688008963,2020-02-02T19.00.08.963,5.893,-0.116,0.991,0.039
1580688009042,2020-02-02T19.00.09.042,5.972,-0.116,0.991,0.039
1580688009122,2020-02-02T19.00.09.122,6.052,-0.115,0.990,0.038
1580688009202,2020-02-02T19.00.09.202,6.132,-0.116,0.992,0.038
1580688009281,2020-02-02T19.00.09.281,6.211,-0.116,0.991,0.039
1580688009360,2020-02-02T19.00.09.360,6.290,-0.116,0.990,0.039
1580688009441,2020-02-02T19.00.09.441,6.371,-0.116,0.991,0.038
1580688009520,2020-02-02T19.00.09.520,6.450,-0.116,0.992,0.039
1580688009599,2020-02-02T19.00.09.599,6.529,-0.117,0.988,0.037
1580688009680,2020-02-02T19.00.09.680,6.610,-0.117,0.990,0.038
1580688009759,2020-02-02T19.00.09.759,6.689,-0.115,0.991,0.038
1580688009839,2020-02-02T19.00.09.839,6.769,-0.116,0.991,0.039
1580688009918,2020-02-02T19.00.09.918,6.848,-0.116,0.991,0.038
1580688009998,2020-02-02T19.00.09.998,6.928,-0.116,0.991,0.038
1580688010078,2020-02-02T19.00.10.078,7.008,-0.115,0.991,0.038
1580688010157,2020-02-02T19.00.10.157,7.087,-0.116,0.990,0.038
1580688010236,2020-02-02T19.00.10.236,7.166,-0.113,0.990,0.040
1580688010317,2020-02-02T19.00.10.317,7.247,-0.113,0.992,0.035
1580688010396,2020-02-02T19.00.10.396,7.326,-0.121,0.990,0.040
1580688010475,2020-02-02T19.00.10.475,7.405,-0.129,0.988,0.036
1580688010556,2020-02-02T19.00.10.556,7.486,-0.129,0.989,0.035
1580688010635,2020-02-02T19.00.10.635,7.565,-0.129,0.988,0.044
1580688010714,2020-02-02T19.00.10.714,7.644,-0.118,0.991,0.033
1580688010794,2020-02-02T19.00.10.794,7.724,-0.108,0.991,0.038
1580688010873,2020-02-02T19.00.10.873,7.803,-0.107,0.991,0.042
1580688010954,2020-02-02T19.00.10.954,7.884,-0.106,0.992,0.035
