epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688657638,2020-02-02T19.10.57.638,0.000,0.247,-0.962,0.085
1580688657719,2020-02-02T19.10.57.719,0.081,0.250,-0.969,0.088
1580688657798,2020-02-02T19.10.57.798,0.160,0.248,-0.967,0.086
1580688657879,2020-02-02T19.10.57.879,0.241,0.248,-0.968,0.086
1580688657958,2020-02-02T19.10.57.958,0.320,0.249,-0.969,0.089
1580688658038,2020-02-02T19.10.58.038,0.400,0.249,-0.967,0.086
1580688658117,2020-02-02T19.10.58.117,0.479,0.249,-0.966,0.088
1580688658198,2020-02-02T19.10.58.198,0.560,0.248,-0.968,0.087
1580688658277,2020-02-02T19.10.58.277,0.639,0.249,-0.968,0.086
1580688658358,2020-02-02T19.10.58.358,0.720,0.249,-0.966,0.088
1580688658437,2020-02-02T19.10.58.437,0.799,0.249,-0.967,0.086
1580688658517,2020-02-02T19.10.58.517,0.879,0.249,-0.967,0.087
1580688658598,2020-02-02T19.10.58.598,0.960,0.250,-0.967,0.088
1580688658677,2020-02-02T19.10.58.677,1.039,0.248,-0.966,0.085
1580688658758,2020-02-02T19.10.58.758,1.120,0.249,-0.968,0.087
1580688658837,2020-02-02T19.10.58.837,1.199,0.249,-0.968,0.087
1580688658917,2020-02-02T19.10.58.917,1.279,0.248,-0.967,0.086
1580688658996,2020-02-02T19.10.58.996,1.358,0.249,-0.967,0.088
1580688659077,2020-02-02T19.10.59.077,1.439,0.247,-0.968,0.086
1580688659156,2020-02-02T19.10.59.156,1.518,0.249,-0.968,0.088
1580688659237,2020-02-02T19.10.59.237,1.599,0.249,-0.968,0.087
1580688659316,2020-02-02T19.10.59.316,1.678,0.249,-0.967,0.085
1580688659396,2020-02-02T19.10.59.396,1.758,0.247,-0.967,0.086
1580688659475,2020-02-02T19.10.59.475,1.837,0.249,-0.967,0.091
1580688659556,2020-02-02T19.10.59.556,1.918,0.249,-0.968,0.083
