epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580933267173,2020-02-05T15.07.47.173,0.000,0.591,-0.867,-0.070
1580933267252,2020-02-05T15.07.47.252,0.079,0.595,-0.874,-0.070
1580933267333,2020-02-05T15.07.47.333,0.160,0.594,-0.873,-0.070
1580933267412,2020-02-05T15.07.47.412,0.239,0.594,-0.872,-0.070
1580933267491,2020-02-05T15.07.47.491,0.318,0.595,-0.872,-0.071
1580933267571,2020-02-05T15.07.47.571,0.398,0.595,-0.872,-0.071
1580933267650,2020-02-05T15.07.47.650,0.477,0.594,-0.872,-0.070
1580933267731,2020-02-05T15.07.47.731,0.558,0.594,-0.872,-0.070
1580933267810,2020-02-05T15.07.47.810,0.637,0.595,-0.873,-0.070
1580933267891,2020-02-05T15.07.47.891,0.718,0.595,-0.872,-0.070
1580933267970,2020-02-05T15.07.47.970,0.797,0.593,-0.873,-0.070
1580933268049,2020-02-05T15.07.48.049,0.876,0.593,-0.872,-0.071
1580933268129,2020-02-05T15.07.48.129,0.956,0.595,-0.873,-0.070
1580933268209,2020-02-05T15.07.48.209,1.036,0.595,-0.873,-0.071
1580933268289,2020-02-05T15.07.48.289,1.116,0.593,-0.872,-0.071
1580933268368,2020-02-05T15.07.48.368,1.195,0.594,-0.873,-0.070
1580933268447,2020-02-05T15.07.48.447,1.274,0.595,-0.872,-0.070
1580933268528,2020-02-05T15.07.48.528,1.355,0.595,-0.872,-0.071
1580933268607,2020-02-05T15.07.48.607,1.434,0.595,-0.872,-0.070
1580933268688,2020-02-05T15.07.48.688,1.515,0.595,-0.873,-0.069
1580933268767,2020-02-05T15.07.48.767,1.594,0.594,-0.871,-0.069
1580933268847,2020-02-05T15.07.48.847,1.674,0.594,-0.872,-0.070
1580933268926,2020-02-05T15.07.48.926,1.753,0.594,-0.872,-0.071
1580933269005,2020-02-05T15.07.49.005,1.832,0.594,-0.872,-0.070
1580933269086,2020-02-05T15.07.49.086,1.913,0.595,-0.873,-0.070
1580933269165,2020-02-05T15.07.49.165,1.992,0.594,-0.873,-0.070
1580933269246,2020-02-05T15.07.49.246,2.073,0.594,-0.871,-0.070
1580933269325,2020-02-05T15.07.49.325,2.152,0.595,-0.873,-0.070
1580933269404,2020-02-05T15.07.49.404,2.231,0.594,-0.873,-0.071
1580933269484,2020-02-05T15.07.49.484,2.311,0.594,-0.872,-0.070
1580933269564,2020-02-05T15.07.49.564,2.391,0.594,-0.872,-0.070
1580933269644,2020-02-05T15.07.49.644,2.471,0.594,-0.873,-0.070
1580933269723,2020-02-05T15.07.49.723,2.550,0.593,-0.871,-0.071
1580933269802,2020-02-05T15.07.49.802,2.629,0.595,-0.873,-0.071
1580933269883,2020-02-05T15.07.49.883,2.710,0.594,-0.872,-0.070
1580933269962,2020-02-05T15.07.49.962,2.789,0.594,-0.873,-0.070
1580933270043,2020-02-05T15.07.50.043,2.870,0.593,-0.873,-0.071
1580933270122,2020-02-05T15.07.50.122,2.949,0.595,-0.873,-0.070
1580933270202,2020-02-05T15.07.50.202,3.029,0.594,-0.873,-0.069
1580933270281,2020-02-05T15.07.50.281,3.108,0.595,-0.872,-0.070
1580933270360,2020-02-05T15.07.50.360,3.187,0.594,-0.873,-0.070
1580933270441,2020-02-05T15.07.50.441,3.268,0.595,-0.873,-0.070
1580933270520,2020-02-05T15.07.50.520,3.347,0.594,-0.872,-0.070
1580933270601,2020-02-05T15.07.50.601,3.428,0.595,-0.873,-0.070
1580933270680,2020-02-05T15.07.50.680,3.507,0.595,-0.873,-0.070
1580933270759,2020-02-05T15.07.50.759,3.586,0.595,-0.873,-0.070
1580933270839,2020-02-05T15.07.50.839,3.666,0.594,-0.873,-0.070
1580933270918,2020-02-05T15.07.50.918,3.745,0.595,-0.873,-0.070
1580933270999,2020-02-05T15.07.50.999,3.826,0.593,-0.871,-0.070
1580933271078,2020-02-05T15.07.51.078,3.905,0.595,-0.873,-0.070
1580933271159,2020-02-05T15.07.51.159,3.986,0.595,-0.873,-0.070
1580933271238,2020-02-05T15.07.51.238,4.065,0.594,-0.873,-0.070
1580933271317,2020-02-05T15.07.51.317,4.144,0.595,-0.873,-0.071
1580933271398,2020-02-05T15.07.51.398,4.225,0.594,-0.873,-0.070
1580933271477,2020-02-05T15.07.51.477,4.304,0.594,-0.872,-0.070
1580933271557,2020-02-05T15.07.51.557,4.384,0.595,-0.873,-0.071
1580933271636,2020-02-05T15.07.51.636,4.463,0.594,-0.873,-0.070
1580933271715,2020-02-05T15.07.51.715,4.542,0.594,-0.872,-0.070
1580933271796,2020-02-05T15.07.51.796,4.623,0.595,-0.873,-0.071
1580933271875,2020-02-05T15.07.51.875,4.702,0.595,-0.873,-0.070
1580933271956,2020-02-05T15.07.51.956,4.783,0.595,-0.872,-0.069
1580933272035,2020-02-05T15.07.52.035,4.862,0.595,-0.872,-0.070
1580933272115,2020-02-05T15.07.52.115,4.942,0.595,-0.873,-0.069
1580933272194,2020-02-05T15.07.52.194,5.021,0.595,-0.873,-0.070
1580933272273,2020-02-05T15.07.52.273,5.100,0.594,-0.872,-0.071
1580933272354,2020-02-05T15.07.52.354,5.181,0.594,-0.873,-0.071
1580933272433,2020-02-05T15.07.52.433,5.260,0.594,-0.873,-0.070
1580933272514,2020-02-05T15.07.52.514,5.341,0.594,-0.872,-0.070
1580933272593,2020-02-05T15.07.52.593,5.420,0.594,-0.873,-0.070
1580933272672,2020-02-05T15.07.52.672,5.499,0.594,-0.871,-0.070
1580933272752,2020-02-05T15.07.52.752,5.579,0.594,-0.872,-0.070
1580933272832,2020-02-05T15.07.52.832,5.659,0.594,-0.873,-0.071
1580933272912,2020-02-05T15.07.52.912,5.739,0.595,-0.873,-0.070
1580933272991,2020-02-05T15.07.52.991,5.818,0.594,-0.872,-0.070
1580933273072,2020-02-05T15.07.53.072,5.899,0.594,-0.873,-0.070
1580933273151,2020-02-05T15.07.53.151,5.978,0.594,-0.871,-0.070
1580933273230,2020-02-05T15.07.53.230,6.057,0.595,-0.873,-0.070
1580933273311,2020-02-05T15.07.53.311,6.138,0.592,-0.870,-0.070
1580933273390,2020-02-05T15.07.53.390,6.217,0.593,-0.872,-0.070
1580933273470,2020-02-05T15.07.53.470,6.297,0.594,-0.874,-0.070
1580933273549,2020-02-05T15.07.53.549,6.376,0.594,-0.873,-0.071
1580933273628,2020-02-05T15.07.53.628,6.455,0.595,-0.872,-0.070
1580933273709,2020-02-05T15.07.53.709,6.536,0.595,-0.873,-0.071
1580933273788,2020-02-05T15.07.53.788,6.615,0.593,-0.872,-0.070
1580933273869,2020-02-05T15.07.53.869,6.696,0.594,-0.872,-0.070
1580933273948,2020-02-05T15.07.53.948,6.775,0.595,-0.873,-0.070
1580933274028,2020-02-05T15.07.54.028,6.855,0.595,-0.873,-0.070
1580933274107,2020-02-05T15.07.54.107,6.934,0.594,-0.872,-0.070
1580933274187,2020-02-05T15.07.54.187,7.014,0.593,-0.872,-0.070
1580933274267,2020-02-05T15.07.54.267,7.094,0.595,-0.873,-0.070
1580933274346,2020-02-05T15.07.54.346,7.173,0.594,-0.873,-0.070
1580933274427,2020-02-05T15.07.54.427,7.254,0.594,-0.873,-0.070
1580933274506,2020-02-05T15.07.54.506,7.333,0.593,-0.872,-0.070
1580933274586,2020-02-05T15.07.54.586,7.413,0.595,-0.875,-0.069
1580933274666,2020-02-05T15.07.54.666,7.493,0.593,-0.871,-0.070
1580933274745,2020-02-05T15.07.54.745,7.572,0.594,-0.873,-0.070
1580933274825,2020-02-05T15.07.54.825,7.652,0.594,-0.872,-0.070
1580933274904,2020-02-05T15.07.54.904,7.731,0.595,-0.874,-0.070
1580933274985,2020-02-05T15.07.54.985,7.812,0.594,-0.873,-0.070
1580933275064,2020-02-05T15.07.55.064,7.891,0.594,-0.873,-0.070
1580933275143,2020-02-05T15.07.55.143,7.970,0.594,-0.872,-0.070
1580933275224,2020-02-05T15.07.55.224,8.051,0.594,-0.872,-0.070
1580933275303,2020-02-05T15.07.55.303,8.130,0.593,-0.873,-0.070
1580933275383,2020-02-05T15.07.55.383,8.210,0.593,-0.873,-0.070
1580933275462,2020-02-05T15.07.55.462,8.289,0.595,-0.872,-0.070
1580933275543,2020-02-05T15.07.55.543,8.370,0.595,-0.874,-0.070
1580933275622,2020-02-05T15.07.55.622,8.449,0.594,-0.872,-0.071
1580933275701,2020-02-05T15.07.55.701,8.528,0.599,-0.870,-0.071
1580933275782,2020-02-05T15.07.55.782,8.609,0.602,-0.874,-0.070
1580933275861,2020-02-05T15.07.55.861,8.688,0.588,-0.874,-0.073
1580933275941,2020-02-05T15.07.55.941,8.768,0.617,-0.872,-0.072
1580933276021,2020-02-05T15.07.56.021,8.848,0.623,-0.900,-0.058
1580933276100,2020-02-05T15.07.56.100,8.927,0.684,-0.914,-0.067
1580933276180,2020-02-05T15.07.56.180,9.007,0.723,-0.997,-0.062
1580933276259,2020-02-05T15.07.56.259,9.086,0.707,-1.030,-0.055
1580933276340,2020-02-05T15.07.56.340,9.167,0.692,-1.047,-0.056
1580933276419,2020-02-05T15.07.56.419,9.246,0.693,-1.046,-0.060
1580933276500,2020-02-05T15.07.56.500,9.327,0.705,-1.041,-0.070
1580933276579,2020-02-05T15.07.56.579,9.406,0.678,-0.988,-0.071
1580933276658,2020-02-05T15.07.56.658,9.485,0.591,-0.886,-0.087
