epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688363107,2020-02-02T19.06.03.107,0.000,0.995,0.156,-0.024
1580688363186,2020-02-02T19.06.03.186,0.079,1.004,0.157,-0.025
1580688363266,2020-02-02T19.06.03.266,0.159,1.002,0.156,-0.025
1580688363345,2020-02-02T19.06.03.345,0.238,1.004,0.156,-0.024
1580688363426,2020-02-02T19.06.03.426,0.319,1.003,0.157,-0.024
1580688363505,2020-02-02T19.06.03.505,0.398,1.002,0.157,-0.025
1580688363586,2020-02-02T19.06.03.586,0.479,1.002,0.157,-0.024
1580688363665,2020-02-02T19.06.03.665,0.558,1.003,0.157,-0.024
1580688363745,2020-02-02T19.06.03.745,0.638,1.002,0.158,-0.024
1580688363826,2020-02-02T19.06.03.826,0.719,1.003,0.158,-0.024
1580688363905,2020-02-02T19.06.03.905,0.798,1.002,0.156,-0.024
1580688363985,2020-02-02T19.06.03.985,0.878,1.002,0.157,-0.024
1580688364065,2020-02-02T19.06.04.065,0.958,1.002,0.157,-0.024
1580688364145,2020-02-02T19.06.04.145,1.038,1.002,0.157,-0.024
1580688364224,2020-02-02T19.06.04.224,1.117,1.002,0.158,-0.025
1580688364305,2020-02-02T19.06.04.305,1.198,1.002,0.157,-0.024
1580688364384,2020-02-02T19.06.04.384,1.277,1.001,0.157,-0.025
1580688364464,2020-02-02T19.06.04.464,1.357,1.002,0.156,-0.024
1580688364544,2020-02-02T19.06.04.544,1.437,1.002,0.157,-0.024
1580688364624,2020-02-02T19.06.04.624,1.517,1.002,0.157,-0.025
1580688364703,2020-02-02T19.06.04.703,1.596,1.002,0.156,-0.025
1580688364784,2020-02-02T19.06.04.784,1.677,1.001,0.156,-0.025
1580688364863,2020-02-02T19.06.04.863,1.756,1.002,0.157,-0.024
1580688364943,2020-02-02T19.06.04.943,1.836,1.002,0.157,-0.024
1580688365023,2020-02-02T19.06.05.023,1.916,1.001,0.156,-0.024
1580688365103,2020-02-02T19.06.05.103,1.996,1.002,0.157,-0.025
1580688365182,2020-02-02T19.06.05.182,2.075,1.002,0.158,-0.025
1580688365263,2020-02-02T19.06.05.263,2.156,1.003,0.157,-0.024
1580688365342,2020-02-02T19.06.05.342,2.235,1.002,0.157,-0.025
1580688365422,2020-02-02T19.06.05.422,2.315,1.002,0.157,-0.025
1580688365502,2020-02-02T19.06.05.502,2.395,1.002,0.156,-0.024
1580688365582,2020-02-02T19.06.05.582,2.475,1.001,0.156,-0.025
1580688365661,2020-02-02T19.06.05.661,2.554,1.002,0.158,-0.024
1580688365742,2020-02-02T19.06.05.742,2.635,1.003,0.156,-0.024
1580688365821,2020-02-02T19.06.05.821,2.714,1.002,0.157,-0.024
