epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580687938029,2020-02-02T18.58.58.029,0.000,-0.869,0.562,0.033
1580687938108,2020-02-02T18.58.58.108,0.079,-0.877,0.566,0.031
1580687938189,2020-02-02T18.58.58.189,0.160,-0.877,0.562,0.033
1580687938268,2020-02-02T18.58.58.268,0.239,-0.876,0.562,0.031
1580687938347,2020-02-02T18.58.58.347,0.318,-0.874,0.565,0.032
1580687938428,2020-02-02T18.58.58.428,0.399,-0.873,0.568,0.032
1580687938507,2020-02-02T18.58.58.507,0.478,-0.872,0.570,0.031
1580687938586,2020-02-02T18.58.58.586,0.557,-0.872,0.569,0.032
1580687938666,2020-02-02T18.58.58.666,0.637,-0.872,0.569,0.032
1580687938746,2020-02-02T18.58.58.746,0.717,-0.874,0.568,0.033
1580687938825,2020-02-02T18.58.58.825,0.796,-0.875,0.566,0.032
1580687938905,2020-02-02T18.58.58.905,0.876,-0.876,0.564,0.031
1580687938984,2020-02-02T18.58.58.984,0.955,-0.875,0.564,0.031
1580687939063,2020-02-02T18.58.59.063,1.034,-0.872,0.569,0.033
1580687939144,2020-02-02T18.58.59.144,1.115,-0.872,0.570,0.031
1580687939223,2020-02-02T18.58.59.223,1.194,-0.874,0.566,0.032
1580687939302,2020-02-02T18.58.59.302,1.273,-0.877,0.562,0.032
1580687939383,2020-02-02T18.58.59.383,1.354,-0.877,0.561,0.032
1580687939462,2020-02-02T18.58.59.462,1.433,-0.876,0.563,0.031
1580687939541,2020-02-02T18.58.59.541,1.512,-0.877,0.561,0.032
1580687939622,2020-02-02T18.58.59.622,1.593,-0.877,0.560,0.032
1580687939701,2020-02-02T18.58.59.701,1.672,-0.877,0.561,0.032
1580687939781,2020-02-02T18.58.59.781,1.752,-0.876,0.563,0.030
1580687939860,2020-02-02T18.58.59.860,1.831,-0.875,0.565,0.032
1580687939939,2020-02-02T18.58.59.939,1.910,-0.873,0.566,0.031
1580687940019,2020-02-02T18.59.00.019,1.990,-0.873,0.568,0.032
1580687940099,2020-02-02T18.59.00.099,2.070,-0.873,0.567,0.031
1580687940178,2020-02-02T18.59.00.178,2.149,-0.875,0.566,0.032
1580687940257,2020-02-02T18.59.00.257,2.228,-0.875,0.565,0.033
1580687940338,2020-02-02T18.59.00.338,2.309,-0.874,0.564,0.032
1580687940417,2020-02-02T18.59.00.417,2.388,-0.875,0.564,0.031
1580687940496,2020-02-02T18.59.00.496,2.467,-0.875,0.565,0.031
1580687940577,2020-02-02T18.59.00.577,2.548,-0.875,0.565,0.031
1580687940656,2020-02-02T18.59.00.656,2.627,-0.875,0.567,0.033
1580687940735,2020-02-02T18.59.00.735,2.706,-0.875,0.566,0.032
