epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580832540486,2020-02-04T11.09.00.486,0.000,0.309,0.935,-0.158
1580832540565,2020-02-04T11.09.00.565,0.079,0.313,0.944,-0.157
1580832540646,2020-02-04T11.09.00.646,0.160,0.311,0.940,-0.159
1580832540726,2020-02-04T11.09.00.726,0.240,0.311,0.939,-0.156
1580832540806,2020-02-04T11.09.00.806,0.320,0.312,0.941,-0.158
1580832540886,2020-02-04T11.09.00.886,0.400,0.313,0.942,-0.157
1580832540965,2020-02-04T11.09.00.965,0.479,0.311,0.941,-0.158
1580832541046,2020-02-04T11.09.01.046,0.560,0.312,0.940,-0.156
1580832541125,2020-02-04T11.09.01.125,0.639,0.312,0.941,-0.158
1580832541205,2020-02-04T11.09.01.205,0.719,0.312,0.941,-0.157
1580832541285,2020-02-04T11.09.01.285,0.799,0.312,0.941,-0.159
1580832541365,2020-02-04T11.09.01.365,0.879,0.312,0.941,-0.157
1580832541444,2020-02-04T11.09.01.444,0.958,0.312,0.941,-0.158
1580832541525,2020-02-04T11.09.01.525,1.039,0.312,0.940,-0.157
1580832541604,2020-02-04T11.09.01.604,1.118,0.312,0.941,-0.158
1580832541684,2020-02-04T11.09.01.684,1.198,0.313,0.942,-0.159
1580832541764,2020-02-04T11.09.01.764,1.278,0.311,0.941,-0.158
1580832541844,2020-02-04T11.09.01.844,1.358,0.312,0.941,-0.156
1580832541923,2020-02-04T11.09.01.923,1.437,0.311,0.941,-0.157
1580832542004,2020-02-04T11.09.02.004,1.518,0.312,0.940,-0.158
1580832542083,2020-02-04T11.09.02.083,1.597,0.312,0.940,-0.157
1580832542163,2020-02-04T11.09.02.163,1.677,0.312,0.942,-0.158
1580832542243,2020-02-04T11.09.02.243,1.757,0.312,0.941,-0.157
1580832542323,2020-02-04T11.09.02.323,1.837,0.311,0.939,-0.158
1580832542402,2020-02-04T11.09.02.402,1.916,0.312,0.941,-0.157
1580832542483,2020-02-04T11.09.02.483,1.997,0.312,0.941,-0.159
