epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688198278,2020-02-02T19.03.18.278,0.000,0.957,0.312,-0.038
1580688198359,2020-02-02T19.03.18.359,0.081,0.964,0.315,-0.038
1580688198438,2020-02-02T19.03.18.438,0.160,0.962,0.313,-0.038
1580688198519,2020-02-02T19.03.18.519,0.241,0.962,0.313,-0.037
1580688198598,2020-02-02T19.03.18.598,0.320,0.962,0.314,-0.037
1580688198678,2020-02-02T19.03.18.678,0.400,0.962,0.313,-0.037
1580688198757,2020-02-02T19.03.18.757,0.479,0.963,0.313,-0.038
1580688198838,2020-02-02T19.03.18.838,0.560,0.963,0.313,-0.039
1580688198917,2020-02-02T19.03.18.917,0.639,0.962,0.314,-0.037
1580688198998,2020-02-02T19.03.18.998,0.720,0.962,0.314,-0.038
1580688199077,2020-02-02T19.03.19.077,0.799,0.963,0.313,-0.037
1580688199157,2020-02-02T19.03.19.157,0.879,0.962,0.314,-0.038
1580688199236,2020-02-02T19.03.19.236,0.958,0.962,0.314,-0.038
1580688199317,2020-02-02T19.03.19.317,1.039,0.963,0.313,-0.038
1580688199396,2020-02-02T19.03.19.396,1.118,0.963,0.314,-0.038
1580688199477,2020-02-02T19.03.19.477,1.199,0.961,0.314,-0.038
1580688199556,2020-02-02T19.03.19.556,1.278,0.963,0.313,-0.039
1580688199636,2020-02-02T19.03.19.636,1.358,0.963,0.313,-0.038
1580688199715,2020-02-02T19.03.19.715,1.437,0.962,0.313,-0.038
1580688199796,2020-02-02T19.03.19.796,1.518,0.962,0.313,-0.037
1580688199875,2020-02-02T19.03.19.875,1.597,0.962,0.314,-0.038
1580688199956,2020-02-02T19.03.19.956,1.678,0.962,0.314,-0.038
1580688200035,2020-02-02T19.03.20.035,1.757,0.962,0.314,-0.038
1580688200115,2020-02-02T19.03.20.115,1.837,0.962,0.314,-0.038
1580688200194,2020-02-02T19.03.20.194,1.916,0.963,0.313,-0.038
1580688200275,2020-02-02T19.03.20.275,1.997,0.962,0.312,-0.038
1580688200354,2020-02-02T19.03.20.354,2.076,0.964,0.313,-0.038
1580688200435,2020-02-02T19.03.20.435,2.157,0.962,0.313,-0.038
1580688200514,2020-02-02T19.03.20.514,2.236,0.961,0.313,-0.039
1580688200594,2020-02-02T19.03.20.594,2.316,0.963,0.314,-0.037
1580688200673,2020-02-02T19.03.20.673,2.395,0.963,0.314,-0.039
1580688200754,2020-02-02T19.03.20.754,2.476,0.962,0.313,-0.038
1580688200833,2020-02-02T19.03.20.833,2.555,0.962,0.314,-0.038
1580688200914,2020-02-02T19.03.20.914,2.636,0.963,0.314,-0.038
1580688200993,2020-02-02T19.03.20.993,2.715,0.963,0.314,-0.038
1580688201073,2020-02-02T19.03.21.073,2.795,0.963,0.315,-0.039
1580688201152,2020-02-02T19.03.21.152,2.874,0.963,0.313,-0.038
1580688201233,2020-02-02T19.03.21.233,2.955,0.963,0.312,-0.037
1580688201312,2020-02-02T19.03.21.312,3.034,0.962,0.313,-0.038
1580688201393,2020-02-02T19.03.21.393,3.115,0.962,0.314,-0.039
1580688201472,2020-02-02T19.03.21.472,3.194,0.963,0.314,-0.038
1580688201552,2020-02-02T19.03.21.552,3.274,0.963,0.312,-0.038
1580688201631,2020-02-02T19.03.21.631,3.353,0.963,0.313,-0.038
1580688201712,2020-02-02T19.03.21.712,3.434,0.962,0.313,-0.038
1580688201791,2020-02-02T19.03.21.791,3.513,0.962,0.313,-0.039
1580688201872,2020-02-02T19.03.21.872,3.594,0.963,0.314,-0.038
1580688201951,2020-02-02T19.03.21.951,3.673,0.962,0.315,-0.038
1580688202031,2020-02-02T19.03.22.031,3.753,0.963,0.314,-0.038
1580688202110,2020-02-02T19.03.22.110,3.832,0.963,0.312,-0.038
1580688202191,2020-02-02T19.03.22.191,3.913,0.962,0.312,-0.038
1580688202270,2020-02-02T19.03.22.270,3.992,0.962,0.314,-0.038
1580688202351,2020-02-02T19.03.22.351,4.073,0.963,0.313,-0.038
