epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688279333,2020-02-02T19.04.39.333,0.000,0.997,0.147,-0.025
1580688279413,2020-02-02T19.04.39.413,0.080,1.006,0.146,-0.025
1580688279492,2020-02-02T19.04.39.492,0.159,1.002,0.148,-0.023
1580688279573,2020-02-02T19.04.39.573,0.240,1.004,0.147,-0.024
1580688279652,2020-02-02T19.04.39.652,0.319,1.004,0.153,-0.023
1580688279733,2020-02-02T19.04.39.733,0.400,1.000,0.139,-0.021
1580688279812,2020-02-02T19.04.39.812,0.479,1.004,0.155,-0.025
1580688279892,2020-02-02T19.04.39.892,0.559,1.002,0.151,-0.025
1580688279971,2020-02-02T19.04.39.971,0.638,1.003,0.142,-0.025
1580688280052,2020-02-02T19.04.40.052,0.719,1.003,0.150,-0.024
1580688280131,2020-02-02T19.04.40.131,0.798,1.002,0.150,-0.024
1580688280212,2020-02-02T19.04.40.212,0.879,1.004,0.147,-0.024
1580688280291,2020-02-02T19.04.40.291,0.958,1.004,0.146,-0.023
1580688280371,2020-02-02T19.04.40.371,1.038,1.004,0.147,-0.024
1580688280450,2020-02-02T19.04.40.450,1.117,1.003,0.149,-0.024
1580688280531,2020-02-02T19.04.40.531,1.198,1.002,0.149,-0.025
1580688280610,2020-02-02T19.04.40.610,1.277,1.003,0.146,-0.024
1580688280691,2020-02-02T19.04.40.691,1.358,1.004,0.147,-0.023
1580688280770,2020-02-02T19.04.40.770,1.437,1.003,0.150,-0.024
1580688280850,2020-02-02T19.04.40.850,1.517,1.004,0.147,-0.024
1580688280929,2020-02-02T19.04.40.929,1.596,1.003,0.147,-0.023
1580688281010,2020-02-02T19.04.41.010,1.677,1.002,0.146,-0.024
1580688281091,2020-02-02T19.04.41.091,1.758,1.004,0.147,-0.024
1580688281170,2020-02-02T19.04.41.170,1.837,1.004,0.147,-0.024
1580688281250,2020-02-02T19.04.41.250,1.917,1.002,0.148,-0.024
1580688281329,2020-02-02T19.04.41.329,1.996,1.004,0.148,-0.024
1580688281410,2020-02-02T19.04.41.410,2.077,1.004,0.146,-0.024
1580688281489,2020-02-02T19.04.41.489,2.156,1.003,0.147,-0.023
1580688281570,2020-02-02T19.04.41.570,2.237,1.003,0.149,-0.024
1580688281649,2020-02-02T19.04.41.649,2.316,1.002,0.145,-0.025
1580688281729,2020-02-02T19.04.41.729,2.396,1.006,0.153,-0.026
1580688281808,2020-02-02T19.04.41.808,2.475,1.001,0.142,-0.024
1580688281889,2020-02-02T19.04.41.889,2.556,1.001,0.146,-0.023
1580688281968,2020-02-02T19.04.41.968,2.635,1.004,0.158,-0.026
1580688282049,2020-02-02T19.04.42.049,2.716,1.001,0.143,-0.023
1580688282128,2020-02-02T19.04.42.128,2.795,1.002,0.147,-0.024
1580688282208,2020-02-02T19.04.42.208,2.875,1.005,0.150,-0.025
1580688282287,2020-02-02T19.04.42.287,2.954,1.002,0.148,-0.024
