epoc (ms),timestamp (-04:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1572629583768,2019-11-01T13.33.03.768,0.0,-0.9033203125,-0.15283203125,0.5341796875
1572629583768,2019-11-01T13.33.03.768,0.0,-0.9111328125,-0.15478515625,0.5390625
1572629583768,2019-11-01T13.33.03.768,0.0,-0.9111328125,-0.154296875,0.53955078125
1572629584038,2019-11-01T13.33.04.038,0.27048397064209,-0.90966796875,-0.15478515625,0.53857421875
1572629584038,2019-11-01T13.33.04.038,0.27048397064209,-0.91064453125,-0.154296875,0.5380859375
1572629584038,2019-11-01T13.33.04.038,0.27048397064209,-0.91015625,-0.15380859375,0.53857421875
1572629584278,2019-11-01T13.33.04.278,0.509905934333801,-0.9091796875,-0.15478515625,0.5380859375
1572629584278,2019-11-01T13.33.04.278,0.509905934333801,-0.91015625,-0.15478515625,0.53955078125
1572629584278,2019-11-01T13.33.04.278,0.509905934333801,-0.90966796875,-0.154296875,0.5380859375
1572629584488,2019-11-01T13.33.04.488,0.71989893913269,-0.91064453125,-0.154296875,0.53857421875
1572629584488,2019-11-01T13.33.04.488,0.71989893913269,-0.90966796875,-0.15380859375,0.53759765625
1572629584488,2019-11-01T13.33.04.488,0.71989893913269,-0.9111328125,-0.154296875,0.53955078125
1572629584728,2019-11-01T13.33.04.728,0.959877967834473,-0.90966796875,-0.154296875,0.5380859375
1572629584728,2019-11-01T13.33.04.728,0.959877967834473,-0.91064453125,-0.154296875,0.53955078125
1572629584728,2019-11-01T13.33.04.728,0.959877967834473,-0.90966796875,-0.154296875,0.53857421875
1572629584968,2019-11-01T13.33.04.968,1.20020401477814,-0.91015625,-0.1552734375,0.5380859375
1572629584968,2019-11-01T13.33.04.968,1.20020401477814,-0.9091796875,-0.15380859375,0.53857421875
1572629584968,2019-11-01T13.33.04.968,1.20020401477814,-0.9111328125,-0.15380859375,0.5380859375
1572629585208,2019-11-01T13.33.05.208,1.44001090526581,-0.91015625,-0.154296875,0.5380859375
1572629585208,2019-11-01T13.33.05.208,1.44001090526581,-0.9091796875,-0.154296875,0.5380859375
1572629585208,2019-11-01T13.33.05.208,1.44001090526581,-0.9111328125,-0.15478515625,0.5390625
1572629585448,2019-11-01T13.33.05.448,1.68001198768616,-0.90966796875,-0.15380859375,0.53857421875
1572629585448,2019-11-01T13.33.05.448,1.68001198768616,-0.91015625,-0.154296875,0.53759765625
1572629585448,2019-11-01T13.33.05.448,1.68001198768616,-0.91162109375,-0.1552734375,0.5400390625
1572629585688,2019-11-01T13.33.05.688,1.91993391513824,-0.9091796875,-0.1552734375,0.53759765625
1572629585688,2019-11-01T13.33.05.688,1.91993391513824,-0.9111328125,-0.15478515625,0.53857421875
1572629585688,2019-11-01T13.33.05.688,1.91993391513824,-0.91015625,-0.154296875,0.53857421875
1572629585958,2019-11-01T13.33.05.958,2.18990194797516,-0.90966796875,-0.154296875,0.53759765625
1572629585958,2019-11-01T13.33.05.958,2.18990194797516,-0.9111328125,-0.15380859375,0.5390625
1572629585958,2019-11-01T13.33.05.958,2.18990194797516,-0.91015625,-0.15478515625,0.5380859375
1572629586168,2019-11-01T13.33.06.168,2.40015697479248,-0.91064453125,-0.154296875,0.53857421875
1572629586168,2019-11-01T13.33.06.168,2.40015697479248,-0.90869140625,-0.1552734375,0.53857421875
1572629586168,2019-11-01T13.33.06.168,2.40015697479248,-0.91015625,-0.1552734375,0.53955078125
1572629586439,2019-11-01T13.33.06.439,2.67065000534058,-0.91015625,-0.15380859375,0.5380859375
1572629586439,2019-11-01T13.33.06.439,2.67065000534058,-0.90966796875,-0.15380859375,0.53759765625
1572629586439,2019-11-01T13.33.06.439,2.67065000534058,-0.91064453125,-0.15478515625,0.53759765625
1572629586708,2019-11-01T13.33.06.708,2.94012999534607,-0.90966796875,-0.154296875,0.5380859375
1572629586708,2019-11-01T13.33.06.708,2.94012999534607,-0.9111328125,-0.154296875,0.53857421875
1572629586708,2019-11-01T13.33.06.708,2.94012999534607,-0.9091796875,-0.154296875,0.537109375
1572629586918,2019-11-01T13.33.06.918,3.14985692501068,-0.91015625,-0.15576171875,0.53857421875
1572629586918,2019-11-01T13.33.06.918,3.14985692501068,-0.9111328125,-0.15576171875,0.537109375
1572629586918,2019-11-01T13.33.06.918,3.14985692501068,-0.9111328125,-0.15185546875,0.537109375
1572629587128,2019-11-01T13.33.07.128,3.35996890068054,-0.90966796875,-0.15283203125,0.54052734375
1572629587128,2019-11-01T13.33.07.128,3.35996890068054,-0.908203125,-0.15625,0.54150390625
1572629587128,2019-11-01T13.33.07.128,3.35996890068054,-0.912109375,-0.15966796875,0.53662109375
1572629587368,2019-11-01T13.33.07.368,3.60007691383362,-0.916015625,-0.17138671875,0.53125
1572629587368,2019-11-01T13.33.07.368,3.60007691383362,-0.91162109375,-0.17724609375,0.53173828125
1572629587368,2019-11-01T13.33.07.368,3.60007691383362,-0.89990234375,-0.158203125,0.5546875
1572629587638,2019-11-01T13.33.07.638,3.87007200717926,-0.904296875,-0.109375,0.5556640625
1572629587638,2019-11-01T13.33.07.638,3.87007200717926,-0.92626953125,-0.12109375,0.52880859375
1572629587638,2019-11-01T13.33.07.638,3.87007200717926,-0.91650390625,-0.14013671875,0.53076171875
1572629587878,2019-11-01T13.33.07.878,4.11000490188599,-0.916015625,-0.15185546875,0.546875
1572629587878,2019-11-01T13.33.07.878,4.11000490188599,-0.90185546875,-0.1337890625,0.53662109375
1572629587878,2019-11-01T13.33.07.878,4.11000490188599,-0.9150390625,-0.06787109375,0.5380859375
1572629588088,2019-11-01T13.33.08.088,4.32005894184113,-0.91943359375,-0.08447265625,0.53076171875
1572629588088,2019-11-01T13.33.08.088,4.32005894184113,-0.9189453125,-0.14990234375,0.529296875
1572629588088,2019-11-01T13.33.08.088,4.32005894184113,-0.9111328125,-0.16845703125,0.55126953125
1572629588328,2019-11-01T13.33.08.328,4.56036496162415,-0.89794921875,-0.14794921875,0.56298828125
1572629588328,2019-11-01T13.33.08.328,4.56036496162415,-0.8935546875,-0.15625,0.5390625
1572629588328,2019-11-01T13.33.08.328,4.56036496162415,-0.92041015625,-0.10302734375,0.5302734375
1572629588538,2019-11-01T13.33.08.538,4.77011394500732,-0.91357421875,-0.12060546875,0.5322265625
1572629588538,2019-11-01T13.33.08.538,4.77011394500732,-0.912109375,-0.18115234375,0.54296875
1572629588538,2019-11-01T13.33.08.538,4.77011394500732,-0.90869140625,-0.2451171875,0.54296875
1572629588778,2019-11-01T13.33.08.778,5.01059293746948,-0.900390625,-0.24169921875,0.5419921875
1572629588778,2019-11-01T13.33.08.778,5.01059293746948,-0.90087890625,-0.2470703125,0.54443359375
1572629588778,2019-11-01T13.33.08.778,5.01059293746948,-0.931640625,-0.20458984375,0.583984375
1572629589018,2019-11-01T13.33.09.018,5.25014400482178,-0.96044921875,-0.173828125,0.595703125
1572629589018,2019-11-01T13.33.09.018,5.25014400482178,-0.9775390625,-0.1533203125,0.5654296875
1572629589018,2019-11-01T13.33.09.018,5.25014400482178,-0.94140625,-0.14404296875,0.52490234375
1572629589258,2019-11-01T13.33.09.258,5.4900449514389,-0.9326171875,-0.16064453125,0.5087890625
1572629589258,2019-11-01T13.33.09.258,5.4900449514389,-0.91357421875,-0.17626953125,0.5185546875
1572629589258,2019-11-01T13.33.09.258,5.4900449514389,-0.8857421875,-0.17236328125,0.51513671875
1572629589498,2019-11-01T13.33.09.498,5.73011493682861,-0.91748046875,-0.14208984375,0.5
1572629589498,2019-11-01T13.33.09.498,5.73011493682861,-0.92626953125,-0.11669921875,0.45166015625
1572629589498,2019-11-01T13.33.09.498,5.73011493682861,-0.9541015625,-0.1416015625,0.5146484375
1572629589738,2019-11-01T13.33.09.738,5.97012197971344,-0.9736328125,-0.11962890625,0.5517578125
1572629589738,2019-11-01T13.33.09.738,5.97012197971344,-1.033203125,-0.0546875,0.52490234375
1572629589738,2019-11-01T13.33.09.738,5.97012197971344,-1.03857421875,-0.0517578125,0.5205078125
1572629590008,2019-11-01T13.33.10.008,6.24010801315308,-1.0166015625,-0.03515625,0.53564453125
1572629590008,2019-11-01T13.33.10.008,6.24010801315308,-0.9716796875,0.0302734375,0.51513671875
1572629590008,2019-11-01T13.33.10.008,6.24010801315308,-0.9365234375,-0.08544921875,0.53271484375
1572629590218,2019-11-01T13.33.10.218,6.45048201084137,-0.93994140625,-0.1103515625,0.5419921875
1572629590218,2019-11-01T13.33.10.218,6.45048201084137,-0.92431640625,-0.11669921875,0.5361328125
1572629590218,2019-11-01T13.33.10.218,6.45048201084137,-0.90869140625,-0.1318359375,0.5283203125
1572629590458,2019-11-01T13.33.10.458,6.69017601013184,-0.873046875,-0.150390625,0.51318359375
1572629590458,2019-11-01T13.33.10.458,6.69017601013184,-0.845703125,-0.15869140625,0.5009765625
1572629590458,2019-11-01T13.33.10.458,6.69017601013184,-0.82568359375,-0.15380859375,0.48193359375
1572629590758,2019-11-01T13.33.10.758,6.9901579618454,-0.853515625,-0.17333984375,0.486328125
1572629590758,2019-11-01T13.33.10.758,6.9901579618454,-0.91064453125,-0.19091796875,0.51318359375
1572629590758,2019-11-01T13.33.10.758,6.9901579618454,-0.93212890625,-0.16455078125,0.5126953125
1572629590938,2019-11-01T13.33.10.938,7.17016398906708,-0.912109375,-0.07080078125,0.47607421875
1572629590938,2019-11-01T13.33.10.938,7.17016398906708,-0.90283203125,-0.01171875,0.443359375
1572629590938,2019-11-01T13.33.10.938,7.17016398906708,-0.92041015625,0.001953125,0.43212890625
1572629591178,2019-11-01T13.33.11.178,7.41015291213989,-0.9345703125,0.02294921875,0.37158203125
1572629591178,2019-11-01T13.33.11.178,7.41015291213989,-0.9248046875,0.07568359375,0.365234375
1572629591178,2019-11-01T13.33.11.178,7.41015291213989,-0.93896484375,0.12939453125,0.38232421875
1572629591418,2019-11-01T13.33.11.418,7.65045499801636,-0.982421875,0.14404296875,0.40185546875
1572629591418,2019-11-01T13.33.11.418,7.65045499801636,-0.9814453125,0.134765625,0.3984375
1572629591418,2019-11-01T13.33.11.418,7.65045499801636,-0.95751953125,0.1142578125,0.39013671875
1572629591658,2019-11-01T13.33.11.658,7.89025592803955,-0.94970703125,0.0673828125,0.4013671875
1572629591658,2019-11-01T13.33.11.658,7.89025592803955,-0.96826171875,0.017578125,0.42333984375
1572629591658,2019-11-01T13.33.11.658,7.89025592803955,-0.98095703125,-0.01123046875,0.43896484375
1572629591899,2019-11-01T13.33.11.899,8.13063395023346,-0.99072265625,-0.01025390625,0.45654296875
1572629591899,2019-11-01T13.33.11.899,8.13063395023346,-0.98046875,-0.0068359375,0.45556640625
1572629591899,2019-11-01T13.33.11.899,8.13063395023346,-0.9462890625,-0.01318359375,0.44384765625
1572629592198,2019-11-01T13.33.12.198,8.43023896217346,-0.90625,-0.013671875,0.4248046875
1572629592198,2019-11-01T13.33.12.198,8.43023896217346,-0.904296875,-0.00732421875,0.42138671875
1572629592198,2019-11-01T13.33.12.198,8.43023896217346,-0.921875,0.001953125,0.43896484375
1572629592408,2019-11-01T13.33.12.408,8.64010500907898,-0.8984375,0.00830078125,0.4638671875
1572629592408,2019-11-01T13.33.12.408,8.64010500907898,-0.89892578125,0.01220703125,0.4931640625
1572629592408,2019-11-01T13.33.12.408,8.64010500907898,-0.92626953125,0.01318359375,0.49609375
1572629592648,2019-11-01T13.33.12.648,8.88031101226807,-0.9365234375,0.00634765625,0.49951171875
1572629592648,2019-11-01T13.33.12.648,8.88031101226807,-0.94677734375,-0.0078125,0.49951171875
1572629592648,2019-11-01T13.33.12.648,8.88031101226807,-1.00634765625,0.02978515625,0.51220703125
1572629592858,2019-11-01T13.33.12.858,9.0900239944458,-1.03271484375,0.04443359375,0.52294921875
