epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1582746248126,2020-02-26T14.44.08.126,0.000,1.028,0.064,0.014
1582746248207,2020-02-26T14.44.08.207,0.081,1.036,0.064,0.014
1582746248286,2020-02-26T14.44.08.286,0.160,1.033,0.064,0.013
1582746248365,2020-02-26T14.44.08.365,0.239,1.034,0.065,0.014
1582746248445,2020-02-26T14.44.08.445,0.319,1.034,0.065,0.014
1582746248524,2020-02-26T14.44.08.524,0.398,1.034,0.064,0.014
1582746248605,2020-02-26T14.44.08.605,0.479,1.034,0.065,0.015
1582746248684,2020-02-26T14.44.08.684,0.558,1.034,0.064,0.015
1582746248763,2020-02-26T14.44.08.763,0.637,1.034,0.065,0.014
1582746248844,2020-02-26T14.44.08.844,0.718,1.034,0.064,0.014
1582746248923,2020-02-26T14.44.08.923,0.797,1.034,0.064,0.014
1582746249003,2020-02-26T14.44.09.003,0.877,1.034,0.064,0.014
1582746249083,2020-02-26T14.44.09.083,0.957,1.033,0.064,0.014
1582746249162,2020-02-26T14.44.09.162,1.036,1.032,0.064,0.014
1582746249242,2020-02-26T14.44.09.242,1.116,1.034,0.064,0.015
1582746249321,2020-02-26T14.44.09.321,1.195,1.034,0.065,0.014
1582746249402,2020-02-26T14.44.09.402,1.276,1.033,0.064,0.015
1582746249481,2020-02-26T14.44.09.481,1.355,1.033,0.065,0.015
1582746249560,2020-02-26T14.44.09.560,1.434,1.033,0.064,0.014
1582746249641,2020-02-26T14.44.09.641,1.515,1.033,0.063,0.014
1582746249720,2020-02-26T14.44.09.720,1.594,1.033,0.064,0.014
1582746249800,2020-02-26T14.44.09.800,1.674,1.034,0.065,0.015
1582746249879,2020-02-26T14.44.09.879,1.753,1.034,0.065,0.015
1582746249959,2020-02-26T14.44.09.959,1.833,1.033,0.064,0.014
1582746250039,2020-02-26T14.44.10.039,1.913,1.033,0.064,0.014
1582746250118,2020-02-26T14.44.10.118,1.992,1.034,0.065,0.014
1582746250199,2020-02-26T14.44.10.199,2.073,1.034,0.064,0.014
