epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580688737942,2020-02-02T19.12.17.942,0.000,0.549,-0.831,0.073
1580688738023,2020-02-02T19.12.18.023,0.081,0.554,-0.837,0.077
1580688738102,2020-02-02T19.12.18.102,0.160,0.554,-0.834,0.075
1580688738182,2020-02-02T19.12.18.182,0.240,0.553,-0.835,0.074
1580688738262,2020-02-02T19.12.18.262,0.320,0.552,-0.836,0.077
1580688738342,2020-02-02T19.12.18.342,0.400,0.553,-0.835,0.074
1580688738421,2020-02-02T19.12.18.421,0.479,0.553,-0.835,0.076
1580688738502,2020-02-02T19.12.18.502,0.560,0.553,-0.834,0.077
1580688738581,2020-02-02T19.12.18.581,0.639,0.553,-0.835,0.074
1580688738661,2020-02-02T19.12.18.661,0.719,0.554,-0.835,0.076
1580688738741,2020-02-02T19.12.18.741,0.799,0.553,-0.835,0.074
1580688738821,2020-02-02T19.12.18.821,0.879,0.554,-0.835,0.076
1580688738902,2020-02-02T19.12.18.902,0.960,0.553,-0.835,0.076
1580688738981,2020-02-02T19.12.18.981,1.039,0.553,-0.834,0.074
1580688739061,2020-02-02T19.12.19.061,1.119,0.552,-0.834,0.077
1580688739140,2020-02-02T19.12.19.140,1.198,0.552,-0.833,0.076
1580688739221,2020-02-02T19.12.19.221,1.279,0.553,-0.834,0.074
1580688739300,2020-02-02T19.12.19.300,1.358,0.553,-0.834,0.076
1580688739381,2020-02-02T19.12.19.381,1.439,0.553,-0.835,0.076
1580688739460,2020-02-02T19.12.19.460,1.518,0.553,-0.833,0.075
1580688739540,2020-02-02T19.12.19.540,1.598,0.552,-0.834,0.075
1580688739619,2020-02-02T19.12.19.619,1.677,0.553,-0.835,0.074
1580688739700,2020-02-02T19.12.19.700,1.758,0.554,-0.835,0.077
1580688739779,2020-02-02T19.12.19.779,1.837,0.553,-0.834,0.075
1580688739860,2020-02-02T19.12.19.860,1.918,0.553,-0.835,0.075
