epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1582744857099,2020-02-26T14.20.57.099,0.000,-0.169,0.962,-0.027
1582744857178,2020-02-26T14.20.57.178,0.079,-0.171,0.970,-0.028
1582744857257,2020-02-26T14.20.57.257,0.158,-0.170,0.969,-0.028
1582744857337,2020-02-26T14.20.57.337,0.238,-0.171,0.967,-0.028
1582744857416,2020-02-26T14.20.57.416,0.317,-0.171,0.969,-0.028
1582744857496,2020-02-26T14.20.57.496,0.397,-0.172,0.966,-0.028
1582744857575,2020-02-26T14.20.57.575,0.476,-0.170,0.967,-0.027
1582744857654,2020-02-26T14.20.57.654,0.555,-0.171,0.967,-0.029
1582744857733,2020-02-26T14.20.57.733,0.634,-0.170,0.968,-0.027
1582744857813,2020-02-26T14.20.57.813,0.714,-0.169,0.968,-0.028
1582744857892,2020-02-26T14.20.57.892,0.793,-0.171,0.967,-0.029
1582744857972,2020-02-26T14.20.57.972,0.873,-0.170,0.968,-0.027
1582744858051,2020-02-26T14.20.58.051,0.952,-0.171,0.967,-0.028
1582744858130,2020-02-26T14.20.58.130,1.031,-0.171,0.967,-0.028
1582744858209,2020-02-26T14.20.58.209,1.110,-0.171,0.967,-0.028
1582744858289,2020-02-26T14.20.58.289,1.190,-0.170,0.969,-0.029
1582744858369,2020-02-26T14.20.58.369,1.270,-0.170,0.969,-0.027
1582744858448,2020-02-26T14.20.58.448,1.349,-0.171,0.969,-0.027
1582744858527,2020-02-26T14.20.58.527,1.428,-0.170,0.969,-0.028
1582744858606,2020-02-26T14.20.58.606,1.507,-0.170,0.968,-0.025
1582744858685,2020-02-26T14.20.58.685,1.586,-0.170,0.968,-0.028
1582744858766,2020-02-26T14.20.58.766,1.667,-0.169,0.969,-0.029
1582744858845,2020-02-26T14.20.58.845,1.746,-0.170,0.967,-0.026
1582744858924,2020-02-26T14.20.58.924,1.825,-0.170,0.970,-0.028
1582744859003,2020-02-26T14.20.59.003,1.904,-0.172,0.968,-0.029
1582744859082,2020-02-26T14.20.59.082,1.983,-0.172,0.968,-0.024
1582744859161,2020-02-26T14.20.59.161,2.062,-0.171,0.968,-0.030
1582744859242,2020-02-26T14.20.59.242,2.143,-0.171,0.968,-0.028
1582744859321,2020-02-26T14.20.59.321,2.222,-0.171,0.969,-0.026
1582744859400,2020-02-26T14.20.59.400,2.301,-0.170,0.969,-0.031
1582744859479,2020-02-26T14.20.59.479,2.380,-0.171,0.969,-0.027
1582744859558,2020-02-26T14.20.59.558,2.459,-0.170,0.969,-0.028
1582744859637,2020-02-26T14.20.59.637,2.538,-0.171,0.970,-0.030
1582744859718,2020-02-26T14.20.59.718,2.619,-0.172,0.966,-0.025
1582744859797,2020-02-26T14.20.59.797,2.698,-0.170,0.968,-0.028
1582744859876,2020-02-26T14.20.59.876,2.777,-0.171,0.970,-0.030
1582744859955,2020-02-26T14.20.59.955,2.856,-0.172,0.966,-0.026
1582744860034,2020-02-26T14.21.00.034,2.935,-0.170,0.968,-0.029
1582744860113,2020-02-26T14.21.00.113,3.014,-0.171,0.968,-0.027
1582744860194,2020-02-26T14.21.00.194,3.095,-0.172,0.966,-0.026
1582744860273,2020-02-26T14.21.00.273,3.174,-0.171,0.968,-0.029
1582744860352,2020-02-26T14.21.00.352,3.253,-0.174,0.962,-0.027
1582744860431,2020-02-26T14.21.00.431,3.332,-0.184,0.960,-0.027
1582744860510,2020-02-26T14.21.00.510,3.411,-0.202,0.960,-0.029
1582744860589,2020-02-26T14.21.00.589,3.490,-0.229,0.960,-0.025
1582744860670,2020-02-26T14.21.00.670,3.571,-0.245,0.963,-0.027
1582744860749,2020-02-26T14.21.00.749,3.650,-0.245,0.954,-0.027
1582744860828,2020-02-26T14.21.00.828,3.729,-0.244,0.954,-0.026
1582744860907,2020-02-26T14.21.00.907,3.808,-0.245,0.954,-0.028
1582744860986,2020-02-26T14.21.00.986,3.887,-0.245,0.954,-0.027
1582744861065,2020-02-26T14.21.01.065,3.966,-0.244,0.953,-0.027
1582744861146,2020-02-26T14.21.01.146,4.047,-0.244,0.954,-0.028
1582744861225,2020-02-26T14.21.01.225,4.126,-0.244,0.953,-0.026
1582744861304,2020-02-26T14.21.01.304,4.205,-0.245,0.955,-0.027
1582744861383,2020-02-26T14.21.01.383,4.284,-0.244,0.955,-0.028
1582744861462,2020-02-26T14.21.01.462,4.363,-0.245,0.954,-0.026
