epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1580753834258,2020-02-03T13.17.14.258,0.000,0.639,-0.757,0.145
1580753834338,2020-02-03T13.17.14.338,0.080,0.644,-0.763,0.147
1580753834417,2020-02-03T13.17.14.417,0.159,0.645,-0.762,0.145
1580753834498,2020-02-03T13.17.14.498,0.240,0.644,-0.763,0.146
1580753834577,2020-02-03T13.17.14.577,0.319,0.642,-0.763,0.146
1580753834657,2020-02-03T13.17.14.657,0.399,0.644,-0.763,0.145
1580753834737,2020-02-03T13.17.14.737,0.479,0.644,-0.763,0.146
1580753834817,2020-02-03T13.17.14.817,0.559,0.644,-0.763,0.146
1580753834896,2020-02-03T13.17.14.896,0.638,0.644,-0.762,0.145
1580753834977,2020-02-03T13.17.14.977,0.719,0.644,-0.763,0.146
1580753835056,2020-02-03T13.17.15.056,0.798,0.643,-0.762,0.146
1580753835136,2020-02-03T13.17.15.136,0.878,0.644,-0.762,0.146
1580753835216,2020-02-03T13.17.15.216,0.958,0.644,-0.762,0.146
1580753835296,2020-02-03T13.17.15.296,1.038,0.643,-0.763,0.145
1580753835375,2020-02-03T13.17.15.375,1.117,0.643,-0.763,0.146
1580753835456,2020-02-03T13.17.15.456,1.198,0.645,-0.762,0.146
1580753835535,2020-02-03T13.17.15.535,1.277,0.644,-0.763,0.146
1580753835615,2020-02-03T13.17.15.615,1.357,0.643,-0.763,0.147
1580753835695,2020-02-03T13.17.15.695,1.437,0.644,-0.761,0.146
1580753835775,2020-02-03T13.17.15.775,1.517,0.644,-0.763,0.146
1580753835854,2020-02-03T13.17.15.854,1.596,0.643,-0.762,0.146
1580753835935,2020-02-03T13.17.15.935,1.677,0.644,-0.763,0.145
1580753836014,2020-02-03T13.17.16.014,1.756,0.643,-0.763,0.146
1580753836094,2020-02-03T13.17.16.094,1.836,0.643,-0.763,0.145
1580753836174,2020-02-03T13.17.16.174,1.916,0.644,-0.763,0.145
1580753836254,2020-02-03T13.17.16.254,1.996,0.644,-0.762,0.146
1580753836333,2020-02-03T13.17.16.333,2.075,0.643,-0.763,0.146
1580753836414,2020-02-03T13.17.16.414,2.156,0.644,-0.762,0.146
1580753836493,2020-02-03T13.17.16.493,2.235,0.644,-0.762,0.146
1580753836573,2020-02-03T13.17.16.573,2.315,0.644,-0.763,0.146
1580753836653,2020-02-03T13.17.16.653,2.395,0.643,-0.762,0.146
1580753836733,2020-02-03T13.17.16.733,2.475,0.644,-0.762,0.146
1580753836812,2020-02-03T13.17.16.812,2.554,0.643,-0.762,0.146
1580753836893,2020-02-03T13.17.16.893,2.635,0.643,-0.762,0.147
1580753836972,2020-02-03T13.17.16.972,2.714,0.644,-0.762,0.146
1580753837052,2020-02-03T13.17.17.052,2.794,0.643,-0.762,0.146
1580753837132,2020-02-03T13.17.17.132,2.874,0.644,-0.763,0.146
1580753837212,2020-02-03T13.17.17.212,2.954,0.643,-0.763,0.146
1580753837291,2020-02-03T13.17.17.291,3.033,0.643,-0.762,0.146
1580753837372,2020-02-03T13.17.17.372,3.114,0.644,-0.763,0.146
1580753837451,2020-02-03T13.17.17.451,3.193,0.644,-0.763,0.146
1580753837531,2020-02-03T13.17.17.531,3.273,0.643,-0.763,0.146
1580753837611,2020-02-03T13.17.17.611,3.353,0.643,-0.763,0.146
1580753837691,2020-02-03T13.17.17.691,3.433,0.643,-0.763,0.146
1580753837770,2020-02-03T13.17.17.770,3.512,0.644,-0.763,0.146
1580753837851,2020-02-03T13.17.17.851,3.593,0.644,-0.763,0.146
1580753837931,2020-02-03T13.17.17.931,3.673,0.644,-0.762,0.146
1580753838010,2020-02-03T13.17.18.010,3.752,0.642,-0.763,0.147
1580753838091,2020-02-03T13.17.18.091,3.833,0.643,-0.763,0.146
1580753838170,2020-02-03T13.17.18.170,3.912,0.644,-0.762,0.146
1580753838251,2020-02-03T13.17.18.251,3.993,0.643,-0.764,0.146
1580753838330,2020-02-03T13.17.18.330,4.072,0.644,-0.762,0.146
1580753838410,2020-02-03T13.17.18.410,4.152,0.644,-0.763,0.146
1580753838489,2020-02-03T13.17.18.489,4.231,0.643,-0.763,0.146
1580753838570,2020-02-03T13.17.18.570,4.312,0.644,-0.763,0.146
1580753838649,2020-02-03T13.17.18.649,4.391,0.644,-0.762,0.146
1580753838730,2020-02-03T13.17.18.730,4.472,0.644,-0.763,0.146
1580753838809,2020-02-03T13.17.18.809,4.551,0.644,-0.763,0.146
1580753838889,2020-02-03T13.17.18.889,4.631,0.644,-0.762,0.146
1580753838968,2020-02-03T13.17.18.968,4.710,0.644,-0.762,0.147
1580753839049,2020-02-03T13.17.19.049,4.791,0.644,-0.762,0.146
1580753839128,2020-02-03T13.17.19.128,4.870,0.645,-0.763,0.146
1580753839209,2020-02-03T13.17.19.209,4.951,0.644,-0.763,0.146
1580753839288,2020-02-03T13.17.19.288,5.030,0.643,-0.762,0.146
1580753839368,2020-02-03T13.17.19.368,5.110,0.644,-0.762,0.146
1580753839447,2020-02-03T13.17.19.447,5.189,0.643,-0.763,0.146
1580753839528,2020-02-03T13.17.19.528,5.270,0.644,-0.763,0.146
1580753839607,2020-02-03T13.17.19.607,5.349,0.644,-0.763,0.146
1580753839688,2020-02-03T13.17.19.688,5.430,0.643,-0.763,0.146
1580753839767,2020-02-03T13.17.19.767,5.509,0.644,-0.762,0.146
1580753839847,2020-02-03T13.17.19.847,5.589,0.643,-0.763,0.146
1580753839927,2020-02-03T13.17.19.927,5.669,0.645,-0.763,0.146
1580753840007,2020-02-03T13.17.20.007,5.749,0.644,-0.763,0.146
1580753840086,2020-02-03T13.17.20.086,5.828,0.644,-0.763,0.146
1580753840167,2020-02-03T13.17.20.167,5.909,0.643,-0.763,0.146
1580753840246,2020-02-03T13.17.20.246,5.988,0.644,-0.763,0.146
1580753840326,2020-02-03T13.17.20.326,6.068,0.644,-0.763,0.146
1580753840406,2020-02-03T13.17.20.406,6.148,0.643,-0.763,0.146
1580753840486,2020-02-03T13.17.20.486,6.228,0.644,-0.763,0.145
1580753840567,2020-02-03T13.17.20.567,6.309,0.644,-0.763,0.146
1580753840646,2020-02-03T13.17.20.646,6.388,0.644,-0.762,0.146
1580753840726,2020-02-03T13.17.20.726,6.468,0.643,-0.763,0.146
1580753840805,2020-02-03T13.17.20.805,6.547,0.643,-0.763,0.146
1580753840886,2020-02-03T13.17.20.886,6.628,0.645,-0.762,0.146
1580753840965,2020-02-03T13.17.20.965,6.707,0.643,-0.762,0.146
1580753841046,2020-02-03T13.17.21.046,6.788,0.643,-0.764,0.146
1580753841125,2020-02-03T13.17.21.125,6.867,0.643,-0.763,0.146
1580753841205,2020-02-03T13.17.21.205,6.947,0.645,-0.762,0.146
1580753841284,2020-02-03T13.17.21.284,7.026,0.644,-0.762,0.146
1580753841365,2020-02-03T13.17.21.365,7.107,0.644,-0.762,0.146
1580753841444,2020-02-03T13.17.21.444,7.186,0.644,-0.762,0.146
1580753841525,2020-02-03T13.17.21.525,7.267,0.643,-0.763,0.146
1580753841604,2020-02-03T13.17.21.604,7.346,0.644,-0.763,0.146
1580753841684,2020-02-03T13.17.21.684,7.426,0.644,-0.762,0.146
1580753841763,2020-02-03T13.17.21.763,7.505,0.644,-0.763,0.146
1580753841844,2020-02-03T13.17.21.844,7.586,0.644,-0.762,0.145
1580753841923,2020-02-03T13.17.21.923,7.665,0.644,-0.762,0.146
1580753842004,2020-02-03T13.17.22.004,7.746,0.643,-0.762,0.146
1580753842083,2020-02-03T13.17.22.083,7.825,0.644,-0.763,0.147
1580753842163,2020-02-03T13.17.22.163,7.905,0.644,-0.763,0.146
1580753842242,2020-02-03T13.17.22.242,7.984,0.643,-0.762,0.146
1580753842323,2020-02-03T13.17.22.323,8.065,0.643,-0.762,0.146
1580753842402,2020-02-03T13.17.22.402,8.144,0.644,-0.763,0.146
1580753842483,2020-02-03T13.17.22.483,8.225,0.643,-0.763,0.146
1580753842563,2020-02-03T13.17.22.563,8.305,0.644,-0.762,0.146
1580753842642,2020-02-03T13.17.22.642,8.384,0.644,-0.764,0.145
1580753842723,2020-02-03T13.17.22.723,8.465,0.643,-0.762,0.146
1580753842802,2020-02-03T13.17.22.802,8.544,0.644,-0.762,0.146
1580753842883,2020-02-03T13.17.22.883,8.625,0.644,-0.762,0.146
1580753842962,2020-02-03T13.17.22.962,8.704,0.642,-0.763,0.146
1580753843042,2020-02-03T13.17.23.042,8.784,0.644,-0.763,0.146
1580753843121,2020-02-03T13.17.23.121,8.863,0.644,-0.762,0.146
1580753843202,2020-02-03T13.17.23.202,8.944,0.643,-0.764,0.146
1580753843281,2020-02-03T13.17.23.281,9.023,0.644,-0.763,0.146
1580753843362,2020-02-03T13.17.23.362,9.104,0.644,-0.762,0.147
1580753843441,2020-02-03T13.17.23.441,9.183,0.644,-0.763,0.147
1580753843521,2020-02-03T13.17.23.521,9.263,0.643,-0.763,0.147
1580753843600,2020-02-03T13.17.23.600,9.342,0.644,-0.762,0.146
1580753843681,2020-02-03T13.17.23.681,9.423,0.643,-0.762,0.146
1580753843760,2020-02-03T13.17.23.760,9.502,0.644,-0.763,0.147
1580753843841,2020-02-03T13.17.23.841,9.583,0.644,-0.762,0.146
1580753843920,2020-02-03T13.17.23.920,9.662,0.643,-0.762,0.145
1580753844000,2020-02-03T13.17.24.000,9.742,0.643,-0.763,0.146
1580753844079,2020-02-03T13.17.24.079,9.821,0.644,-0.762,0.146
1580753844160,2020-02-03T13.17.24.160,9.902,0.643,-0.763,0.146
1580753844239,2020-02-03T13.17.24.239,9.981,0.644,-0.762,0.146
1580753844320,2020-02-03T13.17.24.320,10.062,0.643,-0.761,0.146
1580753844399,2020-02-03T13.17.24.399,10.141,0.643,-0.762,0.147
1580753844479,2020-02-03T13.17.24.479,10.221,0.643,-0.764,0.146
1580753844560,2020-02-03T13.17.24.560,10.302,0.644,-0.761,0.146
1580753844639,2020-02-03T13.17.24.639,10.381,0.643,-0.761,0.146
1580753844719,2020-02-03T13.17.24.719,10.461,0.644,-0.762,0.146
1580753844799,2020-02-03T13.17.24.799,10.541,0.644,-0.762,0.146
1580753844879,2020-02-03T13.17.24.879,10.621,0.643,-0.762,0.146
1580753844958,2020-02-03T13.17.24.958,10.700,0.643,-0.763,0.146
1580753845039,2020-02-03T13.17.25.039,10.781,0.644,-0.763,0.146
1580753845118,2020-02-03T13.17.25.118,10.860,0.644,-0.763,0.146
1580753845198,2020-02-03T13.17.25.198,10.940,0.643,-0.763,0.146
1580753845278,2020-02-03T13.17.25.278,11.020,0.644,-0.762,0.146
1580753845358,2020-02-03T13.17.25.358,11.100,0.644,-0.762,0.146
1580753845437,2020-02-03T13.17.25.437,11.179,0.643,-0.762,0.146
1580753845518,2020-02-03T13.17.25.518,11.260,0.644,-0.761,0.146
1580753845597,2020-02-03T13.17.25.597,11.339,0.643,-0.762,0.146
1580753845677,2020-02-03T13.17.25.677,11.419,0.643,-0.762,0.145
1580753845757,2020-02-03T13.17.25.757,11.499,0.643,-0.763,0.146
1580753845837,2020-02-03T13.17.25.837,11.579,0.643,-0.763,0.146
1580753845916,2020-02-03T13.17.25.916,11.658,0.644,-0.762,0.146
1580753845997,2020-02-03T13.17.25.997,11.739,0.644,-0.761,0.146
1580753846076,2020-02-03T13.17.26.076,11.818,0.643,-0.762,0.146
1580753846156,2020-02-03T13.17.26.156,11.898,0.644,-0.763,0.146
1580753846236,2020-02-03T13.17.26.236,11.978,0.644,-0.763,0.146
1580753846316,2020-02-03T13.17.26.316,12.058,0.644,-0.763,0.146
1580753846397,2020-02-03T13.17.26.397,12.139,0.643,-0.762,0.146
1580753846476,2020-02-03T13.17.26.476,12.218,0.643,-0.763,0.146
1580753846556,2020-02-03T13.17.26.556,12.298,0.645,-0.763,0.146
1580753846635,2020-02-03T13.17.26.635,12.377,0.643,-0.763,0.145
1580753846716,2020-02-03T13.17.26.716,12.458,0.643,-0.762,0.146
1580753846795,2020-02-03T13.17.26.795,12.537,0.644,-0.762,0.146
1580753846876,2020-02-03T13.17.26.876,12.618,0.643,-0.763,0.146
1580753846955,2020-02-03T13.17.26.955,12.697,0.643,-0.763,0.146
1580753847035,2020-02-03T13.17.27.035,12.777,0.644,-0.762,0.146
1580753847114,2020-02-03T13.17.27.114,12.856,0.644,-0.763,0.146
1580753847195,2020-02-03T13.17.27.195,12.937,0.643,-0.762,0.146
1580753847274,2020-02-03T13.17.27.274,13.016,0.644,-0.763,0.146
1580753847355,2020-02-03T13.17.27.355,13.097,0.644,-0.763,0.146
1580753847434,2020-02-03T13.17.27.434,13.176,0.641,-0.763,0.146
1580753847514,2020-02-03T13.17.27.514,13.256,0.645,-0.764,0.146
1580753847593,2020-02-03T13.17.27.593,13.335,0.644,-0.762,0.146
1580753847674,2020-02-03T13.17.27.674,13.416,0.643,-0.763,0.146
1580753847753,2020-02-03T13.17.27.753,13.495,0.644,-0.763,0.146
1580753847834,2020-02-03T13.17.27.834,13.576,0.645,-0.763,0.146
1580753847913,2020-02-03T13.17.27.913,13.655,0.644,-0.763,0.146
1580753847993,2020-02-03T13.17.27.993,13.735,0.643,-0.763,0.146
