epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g),file_num,person,activity
1582744956958,2020-02-26T14.22.36.958,34.116,1.050,0.164,-0.008,1,Sabrina,deadlift
1582744957037,2020-02-26T14.22.37.037,34.195,1.130,0.264,-0.021,1,Sabrina,deadlift
1582744957117,2020-02-26T14.22.37.117,34.275,1.044,0.354,-0.025,1,Sabrina,deadlift
1582744957197,2020-02-26T14.22.37.197,34.355,0.894,0.298,-0.022,1,Sabrina,deadlift
1582744957277,2020-02-26T14.22.37.277,34.435,0.760,0.210,-0.020,1,Sabrina,deadlift
1582744957356,2020-02-26T14.22.37.356,34.514,0.695,0.114,-0.012,1,Sabrina,deadlift
1582744957435,2020-02-26T14.22.37.435,34.593,0.756,0.113,-0.002,1,Sabrina,deadlift
1582744957516,2020-02-26T14.22.37.516,34.674,1.248,0.379,0.062,1,Sabrina,deadlift
1582744957595,2020-02-26T14.22.37.595,34.753,-0.112,-0.128,-0.051,1,Sabrina,deadlift
1582744957676,2020-02-26T14.22.37.676,34.834,1.409,0.307,0.117,1,Sabrina,deadlift
1582744957755,2020-02-26T14.22.37.755,34.913,0.786,0.058,-0.024,1,Sabrina,deadlift
1582744957834,2020-02-26T14.22.37.834,34.992,1.054,0.196,0.029,1,Sabrina,deadlift
1582744957914,2020-02-26T14.22.37.914,35.072,1.040,0.145,-0.006,1,Sabrina,deadlift
1582744957993,2020-02-26T14.22.37.993,35.151,1.021,0.116,0.014,1,Sabrina,deadlift
1582744348086,2020-02-26T14.12.28.086,0.000,-0.081,-1.017,0.013,2,Sophie,deadlift
1582744354464,2020-02-26T14.12.34.464,6.378,-0.076,-1.022,0.012,2,Sophie,deadlift
1582744354543,2020-02-26T14.12.34.543,6.457,-0.087,-1.022,0.013,2,Sophie,deadlift
1582744354703,2020-02-26T14.12.34.703,6.617,-0.079,-1.021,0.025,2,Sophie,deadlift
1582744354783,2020-02-26T14.12.34.783,6.697,-0.087,-1.100,0.047,2,Sophie,deadlift
1582744354862,2020-02-26T14.12.34.862,6.776,-0.036,-1.110,0.034,2,Sophie,deadlift
1582744354941,2020-02-26T14.12.34.941,6.855,-0.064,-1.108,0.031,2,Sophie,deadlift
1582744355022,2020-02-26T14.12.35.022,6.936,-0.105,-1.115,0.011,2,Sophie,deadlift
1582744355101,2020-02-26T14.12.35.101,7.015,-0.119,-1.152,0.016,2,Sophie,deadlift
1582744355182,2020-02-26T14.12.35.182,7.096,-0.094,-1.143,0.013,2,Sophie,deadlift
1582744355261,2020-02-26T14.12.35.261,7.175,-0.099,-1.132,-0.004,2,Sophie,deadlift
1582744355499,2020-02-26T14.12.35.499,7.413,-0.080,-1.016,0.030,2,Sophie,deadlift
1582744355819,2020-02-26T14.12.35.819,7.733,-0.086,-0.856,0.008,2,Sophie,deadlift
1582744356138,2020-02-26T14.12.36.138,8.052,-0.089,-0.953,-0.027,2,Sophie,deadlift
1582744356217,2020-02-26T14.12.36.217,8.131,-0.100,-1.014,-0.032,2,Sophie,deadlift
1582744356298,2020-02-26T14.12.36.298,8.212,-0.123,-0.990,-0.032,2,Sophie,deadlift
1582744356377,2020-02-26T14.12.36.377,8.291,-0.144,-0.962,-0.024,2,Sophie,deadlift
1582744356696,2020-02-26T14.12.36.696,8.610,-0.145,-0.872,-0.030,2,Sophie,deadlift
1582744356775,2020-02-26T14.12.36.775,8.689,-0.137,-0.948,-0.030,2,Sophie,deadlift
1582744356856,2020-02-26T14.12.36.856,8.770,-0.117,-0.967,-0.033,2,Sophie,deadlift
1582744356935,2020-02-26T14.12.36.935,8.849,-0.094,-0.955,-0.031,2,Sophie,deadlift
1582744357014,2020-02-26T14.12.37.014,8.928,-0.102,-0.946,-0.007,2,Sophie,deadlift
1582744357095,2020-02-26T14.12.37.095,9.009,-0.119,-0.961,0.005,2,Sophie,deadlift
1582744357174,2020-02-26T14.12.37.174,9.088,-0.150,-1.055,-0.005,2,Sophie,deadlift
1582744357254,2020-02-26T14.12.37.254,9.168,-0.155,-1.108,-0.012,2,Sophie,deadlift
1582744357333,2020-02-26T14.12.37.333,9.247,-0.126,-1.192,-0.017,2,Sophie,deadlift
1582744357493,2020-02-26T14.12.37.493,9.407,-0.131,-1.119,-0.022,2,Sophie,deadlift
1582744357572,2020-02-26T14.12.37.572,9.486,-0.114,-1.141,-0.014,2,Sophie,deadlift
1582744357653,2020-02-26T14.12.37.653,9.567,-0.127,-1.174,0.000,2,Sophie,deadlift
1582744357732,2020-02-26T14.12.37.732,9.646,-0.149,-1.254,0.004,2,Sophie,deadlift
1582744357812,2020-02-26T14.12.37.812,9.726,-0.131,-1.239,-0.003,2,Sophie,deadlift
1582744357892,2020-02-26T14.12.37.892,9.806,-0.116,-1.178,-0.011,2,Sophie,deadlift
1582744357971,2020-02-26T14.12.37.971,9.885,-0.104,-1.166,-0.024,2,Sophie,deadlift
1582744358211,2020-02-26T14.12.38.211,10.125,-0.084,-1.021,-0.039,2,Sophie,deadlift
1582744358290,2020-02-26T14.12.38.290,10.204,-0.078,-0.997,-0.053,2,Sophie,deadlift
1582744358369,2020-02-26T14.12.38.369,10.283,-0.083,-0.974,-0.040,2,Sophie,deadlift
1582744358529,2020-02-26T14.12.38.529,10.443,-0.081,-0.826,-0.015,2,Sophie,deadlift
1582744358688,2020-02-26T14.12.38.688,10.602,-0.065,-0.862,-0.006,2,Sophie,deadlift
1582744358769,2020-02-26T14.12.38.769,10.683,-0.072,-0.929,-0.014,2,Sophie,deadlift
1582744358848,2020-02-26T14.12.38.848,10.762,-0.092,-0.919,-0.025,2,Sophie,deadlift
1582744358927,2020-02-26T14.12.38.927,10.841,-0.104,-0.938,-0.024,2,Sophie,deadlift
1582744359008,2020-02-26T14.12.39.008,10.922,-0.121,-0.944,-0.024,2,Sophie,deadlift
1582744359087,2020-02-26T14.12.39.087,11.001,-0.139,-0.855,-0.034,2,Sophie,deadlift
1582744359327,2020-02-26T14.12.39.327,11.241,-0.147,-0.899,-0.031,2,Sophie,deadlift
1582744359406,2020-02-26T14.12.39.406,11.320,-0.161,-0.949,-0.033,2,Sophie,deadlift
1582744359485,2020-02-26T14.12.39.485,11.399,-0.155,-0.992,-0.037,2,Sophie,deadlift
1582744359566,2020-02-26T14.12.39.566,11.480,-0.135,-0.974,-0.035,2,Sophie,deadlift
1582744359645,2020-02-26T14.12.39.645,11.559,-0.153,-1.012,-0.021,2,Sophie,deadlift
1582744359726,2020-02-26T14.12.39.726,11.640,-0.200,-1.089,-0.024,2,Sophie,deadlift
1582744359805,2020-02-26T14.12.39.805,11.719,-0.238,-1.088,-0.046,2,Sophie,deadlift
1582744359885,2020-02-26T14.12.39.885,11.799,-0.225,-1.160,-0.056,2,Sophie,deadlift
1582744359964,2020-02-26T14.12.39.964,11.878,-0.197,-1.212,-0.038,2,Sophie,deadlift
1582744360043,2020-02-26T14.12.40.043,11.957,-0.182,-1.217,-0.005,2,Sophie,deadlift
1582744360124,2020-02-26T14.12.40.124,12.038,-0.219,-1.239,-0.022,2,Sophie,deadlift
1582744360203,2020-02-26T14.12.40.203,12.117,-0.250,-1.183,-0.036,2,Sophie,deadlift
1582744360284,2020-02-26T14.12.40.284,12.198,-0.225,-1.136,-0.038,2,Sophie,deadlift
1582744360363,2020-02-26T14.12.40.363,12.277,-0.190,-1.100,-0.032,2,Sophie,deadlift
1582744360442,2020-02-26T14.12.40.442,12.356,-0.183,-1.044,-0.016,2,Sophie,deadlift
1582744360522,2020-02-26T14.12.40.522,12.436,-0.208,-0.985,-0.014,2,Sophie,deadlift
1582744360601,2020-02-26T14.12.40.601,12.515,-0.224,-1.020,-0.027,2,Sophie,deadlift
1582744360682,2020-02-26T14.12.40.682,12.596,-0.213,-1.063,-0.039,2,Sophie,deadlift
1582744360761,2020-02-26T14.12.40.761,12.675,-0.184,-1.059,-0.052,2,Sophie,deadlift
1582744360842,2020-02-26T14.12.40.842,12.756,-0.165,-0.987,-0.043,2,Sophie,deadlift
1582744360921,2020-02-26T14.12.40.921,12.835,-0.147,-0.919,-0.015,2,Sophie,deadlift
1582744361000,2020-02-26T14.12.41.000,12.914,-0.140,-0.842,-0.005,2,Sophie,deadlift
1582744361080,2020-02-26T14.12.41.080,12.994,-0.124,-0.788,-0.018,2,Sophie,deadlift
1582744361160,2020-02-26T14.12.41.160,13.074,-0.119,-0.840,-0.037,2,Sophie,deadlift
1582744361240,2020-02-26T14.12.41.240,13.154,-0.135,-0.927,-0.056,2,Sophie,deadlift
1582744361319,2020-02-26T14.12.41.319,13.233,-0.151,-0.917,-0.061,2,Sophie,deadlift
1582744361400,2020-02-26T14.12.41.400,13.314,-0.160,-0.967,-0.062,2,Sophie,deadlift
1582744361479,2020-02-26T14.12.41.479,13.393,-0.188,-0.982,-0.056,2,Sophie,deadlift
1582744361558,2020-02-26T14.12.41.558,13.472,-0.194,-0.931,-0.052,2,Sophie,deadlift
1582744361639,2020-02-26T14.12.41.639,13.553,-0.189,-0.896,-0.047,2,Sophie,deadlift
1582744361718,2020-02-26T14.12.41.718,13.632,-0.170,-0.910,-0.031,2,Sophie,deadlift
1582744361798,2020-02-26T14.12.41.798,13.712,-0.156,-0.918,-0.029,2,Sophie,deadlift
1582744361877,2020-02-26T14.12.41.877,13.791,-0.141,-0.941,-0.029,2,Sophie,deadlift
1582744361958,2020-02-26T14.12.41.958,13.872,-0.127,-0.943,-0.022,2,Sophie,deadlift
1582744362116,2020-02-26T14.12.42.116,14.030,-0.119,-1.000,-0.026,2,Sophie,deadlift
1582744362197,2020-02-26T14.12.42.197,14.111,-0.099,-1.041,-0.030,2,Sophie,deadlift
1582744362276,2020-02-26T14.12.42.276,14.190,-0.092,-1.039,-0.028,2,Sophie,deadlift
1582744362356,2020-02-26T14.12.42.356,14.270,-0.132,-1.120,-0.023,2,Sophie,deadlift
1582744362435,2020-02-26T14.12.42.435,14.349,-0.195,-1.121,-0.024,2,Sophie,deadlift
1582744362516,2020-02-26T14.12.42.516,14.430,-0.175,-1.119,-0.015,2,Sophie,deadlift
1582744362595,2020-02-26T14.12.42.595,14.509,-0.188,-1.175,-0.003,2,Sophie,deadlift
1582744362834,2020-02-26T14.12.42.834,14.748,-0.169,-1.161,-0.039,2,Sophie,deadlift
1582744362994,2020-02-26T14.12.42.994,14.908,-0.146,-1.128,-0.046,2,Sophie,deadlift
1582744363074,2020-02-26T14.12.43.074,14.988,-0.120,-1.114,-0.036,2,Sophie,deadlift
1582744363232,2020-02-26T14.12.43.232,15.146,-0.130,-1.073,-0.042,2,Sophie,deadlift
1582744363473,2020-02-26T14.12.43.473,15.387,-0.112,-0.990,-0.049,2,Sophie,deadlift
1582744363552,2020-02-26T14.12.43.552,15.466,-0.086,-0.912,-0.043,2,Sophie,deadlift
1582744363632,2020-02-26T14.12.43.632,15.546,-0.072,-0.777,-0.040,2,Sophie,deadlift
1582744363950,2020-02-26T14.12.43.950,15.864,-0.097,-0.941,-0.033,2,Sophie,deadlift
1582744364031,2020-02-26T14.12.44.031,15.945,-0.113,-0.912,-0.040,2,Sophie,deadlift
1582744364110,2020-02-26T14.12.44.110,16.024,-0.126,-0.923,-0.044,2,Sophie,deadlift
1582744364269,2020-02-26T14.12.44.269,16.183,-0.120,-0.933,-0.036,2,Sophie,deadlift
1582744364349,2020-02-26T14.12.44.349,16.263,-0.112,-0.932,-0.025,2,Sophie,deadlift
1582744364429,2020-02-26T14.12.44.429,16.343,-0.099,-0.939,-0.013,2,Sophie,deadlift
1582744364589,2020-02-26T14.12.44.589,16.503,-0.110,-0.954,-0.006,2,Sophie,deadlift
1582744364668,2020-02-26T14.12.44.668,16.582,-0.085,-0.990,-0.008,2,Sophie,deadlift
1582744364748,2020-02-26T14.12.44.748,16.662,-0.071,-1.048,-0.023,2,Sophie,deadlift
1582744364828,2020-02-26T14.12.44.828,16.742,-0.081,-1.025,-0.027,2,Sophie,deadlift
1582744364907,2020-02-26T14.12.44.907,16.821,-0.068,-1.021,-0.024,2,Sophie,deadlift
1582744364987,2020-02-26T14.12.44.987,16.901,-0.076,-1.089,-0.022,2,Sophie,deadlift
1582744365066,2020-02-26T14.12.45.066,16.980,-0.083,-1.127,-0.020,2,Sophie,deadlift
1582744365147,2020-02-26T14.12.45.147,17.061,-0.105,-1.149,-0.034,2,Sophie,deadlift
1582744365226,2020-02-26T14.12.45.226,17.140,-0.114,-1.157,-0.033,2,Sophie,deadlift
1582744365305,2020-02-26T14.12.45.305,17.219,-0.130,-1.198,-0.031,2,Sophie,deadlift
1582744365465,2020-02-26T14.12.45.465,17.379,-0.112,-1.206,-0.021,2,Sophie,deadlift
1582744365545,2020-02-26T14.12.45.545,17.459,-0.090,-1.180,-0.019,2,Sophie,deadlift
1582744365705,2020-02-26T14.12.45.705,17.619,-0.098,-1.176,-0.015,2,Sophie,deadlift
1582744365784,2020-02-26T14.12.45.784,17.698,-0.091,-1.119,-0.013,2,Sophie,deadlift
1582744365863,2020-02-26T14.12.45.863,17.777,-0.079,-1.054,-0.013,2,Sophie,deadlift
1582744365944,2020-02-26T14.12.45.944,17.858,-0.074,-1.002,-0.007,2,Sophie,deadlift
1582744366023,2020-02-26T14.12.46.023,17.937,-0.079,-1.015,-0.004,2,Sophie,deadlift
1582744366103,2020-02-26T14.12.46.103,18.017,-0.087,-0.985,-0.001,2,Sophie,deadlift
1582744366263,2020-02-26T14.12.46.263,18.177,-0.081,-0.871,0.001,2,Sophie,deadlift
1582744366342,2020-02-26T14.12.46.342,18.256,-0.071,-0.765,-0.009,2,Sophie,deadlift
1582744366502,2020-02-26T14.12.46.502,18.416,-0.078,-0.938,-0.012,2,Sophie,deadlift
1582744366662,2020-02-26T14.12.46.662,18.576,-0.088,-0.966,-0.022,2,Sophie,deadlift
1582744366741,2020-02-26T14.12.46.741,18.655,-0.101,-0.943,-0.030,2,Sophie,deadlift
1582744366821,2020-02-26T14.12.46.821,18.735,-0.115,-0.956,-0.033,2,Sophie,deadlift
1582744366900,2020-02-26T14.12.46.900,18.814,-0.108,-0.930,-0.042,2,Sophie,deadlift
1582744366979,2020-02-26T14.12.46.979,18.893,-0.087,-0.885,-0.042,2,Sophie,deadlift
1582744367060,2020-02-26T14.12.47.060,18.974,-0.069,-0.914,-0.033,2,Sophie,deadlift
1582744367299,2020-02-26T14.12.47.299,19.213,-0.044,-0.970,-0.023,2,Sophie,deadlift
1582744367379,2020-02-26T14.12.47.379,19.293,-0.032,-1.014,-0.031,2,Sophie,deadlift
1582744367458,2020-02-26T14.12.47.458,19.372,0.001,-1.111,-0.031,2,Sophie,deadlift
1582744367618,2020-02-26T14.12.47.618,19.532,-0.025,-1.126,-0.039,2,Sophie,deadlift
1582744367697,2020-02-26T14.12.47.697,19.611,-0.053,-1.185,-0.041,2,Sophie,deadlift
1582744367778,2020-02-26T14.12.47.778,19.692,-0.066,-1.229,-0.031,2,Sophie,deadlift
1582744367857,2020-02-26T14.12.47.857,19.771,-0.029,-1.222,-0.027,2,Sophie,deadlift
1582744368017,2020-02-26T14.12.48.017,19.931,-0.058,-1.228,-0.020,2,Sophie,deadlift
1582744368096,2020-02-26T14.12.48.096,20.010,-0.071,-1.170,-0.015,2,Sophie,deadlift
1582744368176,2020-02-26T14.12.48.176,20.090,-0.058,-1.160,-0.017,2,Sophie,deadlift
1582744368255,2020-02-26T14.12.48.255,20.169,-0.036,-1.163,-0.021,2,Sophie,deadlift
1582744368336,2020-02-26T14.12.48.336,20.250,-0.026,-1.141,-0.010,2,Sophie,deadlift
1582744368973,2020-02-26T14.12.48.973,20.887,0.004,-0.839,-0.008,2,Sophie,deadlift
1582744369052,2020-02-26T14.12.49.052,20.966,0.027,-0.995,-0.014,2,Sophie,deadlift
1582744369133,2020-02-26T14.12.49.133,21.047,0.013,-1.017,-0.020,2,Sophie,deadlift
1582744369212,2020-02-26T14.12.49.212,21.126,-0.015,-0.970,-0.028,2,Sophie,deadlift
1582744369292,2020-02-26T14.12.49.292,21.206,-0.029,-0.969,-0.032,2,Sophie,deadlift
1582744369372,2020-02-26T14.12.49.372,21.286,-0.048,-0.951,-0.037,2,Sophie,deadlift
1582744369531,2020-02-26T14.12.49.531,21.445,-0.032,-0.910,-0.043,2,Sophie,deadlift
1582744369610,2020-02-26T14.12.49.610,21.524,-0.020,-0.912,-0.034,2,Sophie,deadlift
1582744369691,2020-02-26T14.12.49.691,21.605,0.001,-0.962,-0.021,2,Sophie,deadlift
1582744369851,2020-02-26T14.12.49.851,21.765,0.012,-1.007,-0.023,2,Sophie,deadlift
1582744369930,2020-02-26T14.12.49.930,21.844,0.041,-1.045,-0.025,2,Sophie,deadlift
1582744370010,2020-02-26T14.12.50.010,21.924,0.033,-1.076,-0.032,2,Sophie,deadlift
1582744370249,2020-02-26T14.12.50.249,22.163,0.019,-1.198,0.001,2,Sophie,deadlift
1582744370328,2020-02-26T14.12.50.328,22.242,-0.001,-1.238,-0.027,2,Sophie,deadlift
1582744370409,2020-02-26T14.12.50.409,22.323,0.005,-1.246,-0.019,2,Sophie,deadlift
1582744370488,2020-02-26T14.12.50.488,22.402,0.021,-1.225,0.014,2,Sophie,deadlift
1582744370568,2020-02-26T14.12.50.568,22.482,0.047,-1.195,0.040,2,Sophie,deadlift
1582744370726,2020-02-26T14.12.50.726,22.640,0.035,-1.156,0.020,2,Sophie,deadlift
1582744370807,2020-02-26T14.12.50.807,22.721,0.030,-1.123,0.018,2,Sophie,deadlift
1582744370886,2020-02-26T14.12.50.886,22.800,-0.012,-1.054,0.003,2,Sophie,deadlift
1582744370967,2020-02-26T14.12.50.967,22.881,-0.025,-1.025,-0.009,2,Sophie,deadlift
1582744371046,2020-02-26T14.12.51.046,22.960,0.058,-1.047,-0.011,2,Sophie,deadlift
1582744371285,2020-02-26T14.12.51.285,23.199,0.052,-0.858,-0.014,2,Sophie,deadlift
1582744371444,2020-02-26T14.12.51.444,23.358,0.074,-0.830,-0.030,2,Sophie,deadlift
1582744371525,2020-02-26T14.12.51.525,23.439,0.086,-0.882,-0.023,2,Sophie,deadlift
1582744371685,2020-02-26T14.12.51.685,23.599,0.067,-0.987,-0.003,2,Sophie,deadlift
1582744371764,2020-02-26T14.12.51.764,23.678,0.026,-0.965,-0.008,2,Sophie,deadlift
1582744371843,2020-02-26T14.12.51.843,23.757,0.002,-0.925,-0.012,2,Sophie,deadlift
1582744371923,2020-02-26T14.12.51.923,23.837,0.013,-0.888,-0.023,2,Sophie,deadlift
1582744372002,2020-02-26T14.12.52.002,23.916,0.051,-0.928,-0.034,2,Sophie,deadlift
1582744372083,2020-02-26T14.12.52.083,23.997,0.081,-0.994,-0.035,2,Sophie,deadlift
1582744372162,2020-02-26T14.12.52.162,24.076,0.092,-1.029,-0.029,2,Sophie,deadlift
1582744372241,2020-02-26T14.12.52.241,24.155,0.073,-0.959,-0.022,2,Sophie,deadlift
1582744372322,2020-02-26T14.12.52.322,24.236,0.064,-0.884,-0.021,2,Sophie,deadlift
1582744372401,2020-02-26T14.12.52.401,24.315,-0.021,-1.026,-0.024,2,Sophie,deadlift
1582744372481,2020-02-26T14.12.52.481,24.395,0.091,-1.079,-0.022,2,Sophie,deadlift
1582744372560,2020-02-26T14.12.52.560,24.474,0.109,-1.075,-0.007,2,Sophie,deadlift
1582744372641,2020-02-26T14.12.52.641,24.555,0.049,-1.213,0.007,2,Sophie,deadlift
1582744372720,2020-02-26T14.12.52.720,24.634,-0.060,-1.343,0.005,2,Sophie,deadlift
1582744372799,2020-02-26T14.12.52.799,24.713,-0.022,-1.289,-0.009,2,Sophie,deadlift
1582744372880,2020-02-26T14.12.52.880,24.794,0.010,-1.158,-0.014,2,Sophie,deadlift
1582744372959,2020-02-26T14.12.52.959,24.873,0.062,-1.160,-0.010,2,Sophie,deadlift
1582744373039,2020-02-26T14.12.53.039,24.953,0.108,-1.216,-0.010,2,Sophie,deadlift
1582744373119,2020-02-26T14.12.53.119,25.033,0.096,-1.192,-0.002,2,Sophie,deadlift
1582744373199,2020-02-26T14.12.53.199,25.113,0.042,-1.158,0.007,2,Sophie,deadlift
1582744373278,2020-02-26T14.12.53.278,25.192,0.003,-1.128,0.005,2,Sophie,deadlift
1582744373357,2020-02-26T14.12.53.357,25.271,-0.014,-1.073,0.000,2,Sophie,deadlift
1582744373438,2020-02-26T14.12.53.438,25.352,-0.000,-1.066,-0.009,2,Sophie,deadlift
1582744373517,2020-02-26T14.12.53.517,25.431,0.017,-1.016,-0.016,2,Sophie,deadlift
1582744373598,2020-02-26T14.12.53.598,25.512,0.028,-0.906,-0.023,2,Sophie,deadlift
1582744373677,2020-02-26T14.12.53.677,25.591,0.042,-0.817,-0.034,2,Sophie,deadlift
1582744373757,2020-02-26T14.12.53.757,25.671,0.051,-0.805,-0.031,2,Sophie,deadlift
1582744373915,2020-02-26T14.12.53.915,25.829,0.036,-0.947,-0.018,2,Sophie,deadlift
1582744373996,2020-02-26T14.12.53.996,25.910,-0.002,-0.954,-0.007,2,Sophie,deadlift
1582744374075,2020-02-26T14.12.54.075,25.989,-0.028,-1.003,0.001,2,Sophie,deadlift
1582744374235,2020-02-26T14.12.54.235,26.149,-0.021,-0.983,-0.009,2,Sophie,deadlift
1582744374474,2020-02-26T14.12.54.474,26.388,-0.008,-0.875,-0.029,2,Sophie,deadlift
1582744374554,2020-02-26T14.12.54.554,26.468,-0.000,-0.931,-0.007,2,Sophie,deadlift
1582744374714,2020-02-26T14.12.54.714,26.628,-0.017,-0.982,0.009,2,Sophie,deadlift
1582744374793,2020-02-26T14.12.54.793,26.707,-0.063,-1.034,0.014,2,Sophie,deadlift
1582744374953,2020-02-26T14.12.54.953,26.867,-0.045,-1.011,-0.006,2,Sophie,deadlift
1582744375032,2020-02-26T14.12.55.032,26.946,-0.056,-1.055,-0.023,2,Sophie,deadlift
1582744375112,2020-02-26T14.12.55.112,27.026,-0.051,-1.112,-0.017,2,Sophie,deadlift
1582744375191,2020-02-26T14.12.55.191,27.105,-0.101,-1.210,0.011,2,Sophie,deadlift
1582744375272,2020-02-26T14.12.55.272,27.186,-0.072,-1.170,0.003,2,Sophie,deadlift
1582744375432,2020-02-26T14.12.55.432,27.346,-0.087,-1.053,-0.007,2,Sophie,deadlift
1582744375511,2020-02-26T14.12.55.511,27.425,-0.074,-1.015,-0.028,2,Sophie,deadlift
1582744375590,2020-02-26T14.12.55.590,27.504,-0.067,-1.036,-0.033,2,Sophie,deadlift
1582744375670,2020-02-26T14.12.55.670,27.584,-0.099,-1.220,-0.032,2,Sophie,deadlift
1582744375749,2020-02-26T14.12.55.749,27.663,-0.030,-1.002,-0.006,2,Sophie,deadlift
1582744375830,2020-02-26T14.12.55.830,27.744,-0.111,-0.933,0.017,2,Sophie,deadlift
1582744375988,2020-02-26T14.12.55.988,27.902,-0.051,-1.021,-0.019,2,Sophie,deadlift
1582744376069,2020-02-26T14.12.56.069,27.983,-0.122,-1.030,0.006,2,Sophie,deadlift
1582744376148,2020-02-26T14.12.56.148,28.062,-0.057,-1.054,0.033,2,Sophie,deadlift
1582744376228,2020-02-26T14.12.56.228,28.142,-0.042,-1.029,0.035,2,Sophie,deadlift
1582744376308,2020-02-26T14.12.56.308,28.222,-0.057,-1.025,0.021,2,Sophie,deadlift
1582744376787,2020-02-26T14.12.56.787,28.701,-0.049,-1.019,0.030,2,Sophie,deadlift
1582744376866,2020-02-26T14.12.56.866,28.780,-0.059,-1.029,0.011,2,Sophie,deadlift
1582744377025,2020-02-26T14.12.57.025,28.939,-0.044,-1.022,0.021,2,Sophie,deadlift
1582744377185,2020-02-26T14.12.57.185,29.099,-0.070,-1.027,0.021,2,Sophie,deadlift
1582744377264,2020-02-26T14.12.57.264,29.178,-0.054,-1.026,0.021,2,Sophie,deadlift
1582744377345,2020-02-26T14.12.57.345,29.259,-0.042,-1.025,0.020,2,Sophie,deadlift
1582744377424,2020-02-26T14.12.57.424,29.338,-0.061,-1.026,0.020,2,Sophie,deadlift
1582744377583,2020-02-26T14.12.57.583,29.497,-0.046,-1.025,0.021,2,Sophie,deadlift
1582744377663,2020-02-26T14.12.57.663,29.577,-0.055,-1.026,0.020,2,Sophie,deadlift
1582744377822,2020-02-26T14.12.57.822,29.736,-0.050,-1.026,0.020,2,Sophie,deadlift
1582744378061,2020-02-26T14.12.58.061,29.975,-0.052,-1.025,0.020,2,Sophie,deadlift
1582744394452,2020-02-26T14.13.14.452,0.000,-1.005,0.126,-0.002,3,Sabrina,squat
1582744394531,2020-02-26T14.13.14.531,0.079,-1.014,0.127,-0.002,3,Sabrina,squat
1582744404606,2020-02-26T14.13.24.606,10.154,-1.001,0.205,0.042,3,Sabrina,squat
1582744404685,2020-02-26T14.13.24.685,10.233,-0.988,0.240,0.022,3,Sabrina,squat
1582744404764,2020-02-26T14.13.24.764,10.312,-0.981,0.267,-0.014,3,Sabrina,squat
1582744406431,2020-02-26T14.13.26.431,11.979,-0.988,0.251,-0.012,3,Sabrina,squat
1582744406510,2020-02-26T14.13.26.510,12.058,-0.994,0.227,0.005,3,Sabrina,squat
1582744406589,2020-02-26T14.13.26.589,12.137,-1.003,0.204,-0.001,3,Sabrina,squat
1582744406747,2020-02-26T14.13.26.747,12.295,-1.011,0.161,0.003,3,Sabrina,squat
1582744406907,2020-02-26T14.13.26.907,12.455,-1.017,0.108,0.000,3,Sabrina,squat
1582744407779,2020-02-26T14.13.27.779,13.327,-1.015,0.039,0.014,3,Sabrina,squat
1582744407858,2020-02-26T14.13.27.858,13.406,-1.024,0.049,-0.009,3,Sabrina,squat
1582744407938,2020-02-26T14.13.27.938,13.486,-1.019,0.036,-0.003,3,Sabrina,squat
1582744408097,2020-02-26T14.13.28.097,13.645,-1.027,0.040,-0.007,3,Sabrina,squat
1582744408176,2020-02-26T14.13.28.176,13.724,-1.013,0.014,-0.001,3,Sabrina,squat
1582744408255,2020-02-26T14.13.28.255,13.803,-1.027,0.036,-0.001,3,Sabrina,squat
1582744408334,2020-02-26T14.13.28.334,13.882,-1.018,0.030,0.003,3,Sabrina,squat
1582744408731,2020-02-26T14.13.28.731,14.279,-1.003,0.192,-0.008,3,Sabrina,squat
1582744408810,2020-02-26T14.13.28.810,14.358,-0.991,0.257,-0.007,3,Sabrina,squat
1582744408889,2020-02-26T14.13.28.889,14.437,-0.971,0.313,-0.009,3,Sabrina,squat
1582744408970,2020-02-26T14.13.28.970,14.518,-0.942,0.392,-0.025,3,Sabrina,squat
1582744409049,2020-02-26T14.13.29.049,14.597,-0.905,0.461,-0.006,3,Sabrina,squat
1582744409128,2020-02-26T14.13.29.128,14.676,-0.856,0.538,-0.012,3,Sabrina,squat
1582744409207,2020-02-26T14.13.29.207,14.755,-0.802,0.603,-0.033,3,Sabrina,squat
1582744409286,2020-02-26T14.13.29.286,14.834,-0.754,0.648,-0.008,3,Sabrina,squat
1582744409365,2020-02-26T14.13.29.365,14.913,-0.729,0.680,-0.018,3,Sabrina,squat
1582744409444,2020-02-26T14.13.29.444,14.992,-0.713,0.705,-0.020,3,Sabrina,squat
